sample_index,raw_smiles,raw_length,first_bos_position,first_eos_position,first_pad_position,termination_token,termination_reason,raw_tokens,effective_token_ids,canonical_smiles,is_valid_rdkit,is_unique_among_valid,valid_occurrences,is_novel_vs_reference,invalid_reason,molecular_weight,logp,tpsa,hbd,hba,rotatable_bonds,qed_score,sa_score,passes_lipinski,clinical_score,scorer_recommendation,is_novel_scorer_flag
524,N[CH](C(=O)N1CCSC1)[CH]1CC[CH](NC(=O)c2ccccFcc(Fc2c)CC1,55,0,59,,<eos>,eos,<bos> N [ C <unk> H ] ( C ( = O ) N 1 C C S C 1 ) [ C <unk> H ] 1 C C [ C <unk> H ] ( N C ( = O ) c 2 c c c c F c c ( F c 2 c ) C C 1 <eos> ) C 1 c <eos> ) C 1 <eos> c ) 2 ) C 1 <eos> C O 2 ) C C 1 ] ) C F <eos> ) C <eos> C <unk> <eos> O ) 1 2 <eos> O 1 <eos> [ 4 O F <eos> o N r B 4 3 ( 4 = F n H 4,18 21 15 3 17 22 5 15 5 13 19 6 18 8 15 15 20 15 8 6 21 15 3 17 22 8 15 15 21 15 3 17 22 5 18 15 5 13 19 6 23 9 23 23 23 23 16 23 23 5 16 23 9 23 6 15 15 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
525,Cc1ccc2cc(-c3c[nH]c4c4c(NS(=O)(=O)ccnCc)c)c(C)Cc34][nH,54,0,55,,<eos>,eos,<bos> C c 1 c c c 2 c c ( - c 3 c [ n H ] c 4 c 4 c ( N S ( = O ) ( = O ) c c n C c ) c ) c ( C ) C c 3 4 ] [ n H <eos> c 2 c 1 <eos> c 1 <eos> <eos> O <eos> <unk> <unk> ( 1 ( C ) [ C <unk> C 1 C O C = C C ) = O <eos> 1 <eos> 1 ) 1 <eos> <unk> O ] <eos> O 1 <eos> n [ o # ] H B ] <eos> F r # <pad> # 2 n 4 N,15 23 8 23 23 23 9 23 23 5 7 23 10 23 21 25 17 22 23 11 23 11 23 5 18 20 5 13 19 6 5 13 19 6 23 23 25 15 23 6 23 6 23 5 15 6 15 23 10 11 22 21 25 17,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
526,CN1CCN(C2=Cc3ccccc(-c3ccc(Cl)cc12)Cc1,37,0,38,,<eos>,eos,<bos> C N 1 C C N ( C 2 = C c 3 c c c c c ( - c 3 c c c ( C l ) c c 1 2 ) C c 1 <eos> n = C <eos> n c C O c = O c c ) c ) 1 c 2 <eos> c c c 1 c c 1 F ) 1 c <eos> ( ) O C ) <unk> C 2 ) C ) C <eos> ) ( O ) C 1 <eos> C <unk> 2 O <eos> C 2 <eos> O 1 <eos> ( r 2 5 s = l C ] O o 5 = C O s 1 l,15 18 8 15 15 18 5 15 9 13 15 23 10 23 23 23 23 23 5 7 23 10 23 23 23 5 15 24 6 23 23 8 9 6 15 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
527,C#Cc1cccc(Nc2ncnc3c](OCcO)NcCO)COC)c(c3)cC,42,0,43,,<eos>,eos,<bos> C # C c 1 c c c c ( N c 2 n c n c 3 c ] ( O C c O ) N c C O ) C O C ) c ( c 3 ) c C <eos> ( c ) c ) c <eos> ) [ c <eos> c c 2 c <eos> c <eos> c 1 <eos> c <eos> 2 <unk> ] 1 ) C ) ( ) = C 1 <eos> C = C <eos> ) C 2 <eos> C 1 <eos> 1 <unk> [ <eos> <unk> 1 ] <eos> O 1 <eos> 2 4 o 4 5 O n 4 <eos> <unk> ) = l # 2 ( ] H,15 4 15 23 8 23 23 23 23 5 18 23 9 25 23 25 23 10 23 22 5 19 15 23 19 6 18 23 15 19 6 15 19 15 6 23 5 23 10 6 23 15,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
528,Clc1cc(Cl2c(CCC#CC)c,20,0,21,,<eos>,eos,<bos> C l c 1 c c ( C l 2 c ( C C C # C C ) c <eos> c C ) <eos> <eos> 1 <eos> <eos> <eos> 1 <eos> <eos> 1 1 <eos> <eos> <eos> 1 <eos> O <eos> O ) C c <eos> ( ) ) C ) c C c 2 ) <eos> c ) c C ) C 1 C <unk> 1 <eos> O ) C C <eos> C ] O ) O C <unk> <eos> ] ) ( C <eos> ) C <eos> 1 <unk> [ N <unk> <unk> ] <eos> O 1 <eos> F ) <eos> = <unk> O B <eos> F 4 1 s ) # C ) c -,15 24 23 8 23 23 5 15 24 9 23 5 15 15 15 4 15 15 6 23,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
529,CCCNC(=O)c1cnc()C)c2cc(OC)c(=C)c(1)(=O)O,40,0,42,,<eos>,eos,<bos> C C C N C ( = O ) c 1 c n c ( ) C ) c 2 c c ( O C ) c ( = C ) c ( 1 ) <unk> ( = O ) O <eos> O C c C c O ) C c C O <eos> C ) c c C ) C 2 <eos> H ] 1 <eos> 1 <eos> [ C <unk> C 1 <eos> ( ) [ C <unk> <unk> <unk> H C ( O <eos> C [ C <unk> <unk> ] 2 1 C <eos> <eos> O 1 <eos> r c F 4 # B 4 <eos> 4 c N B 5 r = 3 <unk> 4,15 15 15 18 15 5 13 19 6 23 8 23 25 23 5 6 15 6 23 9 23 23 5 19 15 6 23 5 13 15 6 23 5 8 6 3 5 13 19 6 19,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
530,C[CH](N)c1H](O)c1ccc(N)c(O)c1)c((c)cc1cO(COccccc1,49,0,52,,<eos>,eos,<bos> C [ C <unk> H ] ( N ) c 1 <unk> H ] ( O ) c 1 c c c ( N ) c ( O ) c 1 ) c ( ( c ) c c 1 c O ( C O c c c c c 1 <eos> C ( ) <eos> c c F ) C <eos> <eos> C c 1 <eos> 1 <eos> <eos> 1 C C O <eos> ] 2 ) C O 3 <unk> ( C ( 2 O C H <eos> C <unk> <eos> 2 <eos> C 2 <eos> O 1 <eos> 1 C s c F 3 ] - <pad> S 3 r 5 1 <pad> 3 5 ),15 21 15 3 17 22 5 18 6 23 8 3 17 22 5 19 6 23 8 23 23 23 5 18 6 23 5 19 6 23 8 6 23 5 5 23 6 23 23 8 23 19 5 15 19 23 23 23 23 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
531,CCCC1c1cc(C(=O)NCCCC=O)Cc,25,0,26,,<eos>,eos,<bos> C C C C 1 c 1 c c ( C ( = O ) N C C C C = O ) C c <eos> c c 1 <eos> C <eos> C 1 O <eos> C 1 = O O O <eos> C ] c 2 ) c C C ) c <eos> c C ) C [ C <unk> C ] C [ C <unk> ( C O ) O ) O ) ( C O ) C O C ] ) ( C <eos> H 1 <eos> 1 <unk> [ N <unk> <unk> ] <eos> O 1 <eos> 2 [ F # B ] S ( B 5 o C ) 3 5 l 5 4,15 15 15 15 8 23 8 23 23 5 15 5 13 19 6 18 15 15 15 15 13 19 6 15 23,,False,False,0,True,long_repetitive_fragment,,,,,,,,,,,,
532,O=C(Nc1cccccc(=l)c1[cc1cccncHn34oc1c)cCccccOcC1C)ccc2cn2)c,58,0,59,,<eos>,eos,<bos> O = C ( N c 1 c c c c c c ( = l ) c 1 [ c c 1 c c c n c H n 3 4 o c 1 c ) c C c c c c O c C 1 C ) c c c 2 c n 2 ) c <eos> 1 <eos> 2 <eos> C 2 ) ] 1 <eos> ) O C ) O ) = C ( C C ) <unk> <eos> ] ( C ) C 1 C 3 = O <eos> ) C <eos> <eos> O 1 <eos> 4 2 4 S O # [ 5 o n c # ) 5 C N s l,19 13 15 5 18 23 8 23 23 23 23 23 23 5 13 24 6 23 8 21 23 23 8 23 23 23 25 23 17 25 10 11 26 23 8 23 6 23 15 23 23 23 23 19 23 15 8 15 6 23 23 23 9 23 25 9 6 23,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
533,Cc1ccc(C(=O)N)cc2ccc(S(=O)(=O)NCC=O)CO3](CC)[[,46,0,47,,<eos>,eos,<bos> C c 1 c c c ( C ( = O ) N ) c c 2 c c c ( S ( = O ) ( = O ) N C C = O ) C O 3 ] ( C C ) [ [ <eos> c ] ) C n 1 <eos> ) c ) c 1 c [ ] <eos> C 2 ) 2 ) c <eos> ) C O <eos> C O ) O ) C ) C <unk> C ] 2 O ) C <eos> 1 <unk> [ <eos> ) <unk> ] <eos> O 1 <eos> # n o = <eos> <pad> <eos> 5 3 N C F N # <pad> 5 <unk> <eos>,15 23 8 23 23 23 5 15 5 13 19 6 18 6 23 23 9 23 23 23 5 20 5 13 19 6 5 13 19 6 18 15 15 13 19 6 15 19 10 22 5 15 15 6 21 21,,False,False,0,True,unbalanced_brackets,,,,,,,,,,,,
534,NCC[CH](C)C(=O)N1C(=O)N1C)C1C,29,0,30,,<eos>,eos,<bos> N C C [ C H ] ( C ) C ( = O ) N 1 C ( = O ) N 1 C ) C 1 C <eos> ) <eos> C 1 <eos> C <eos> C 1 <eos> O ( O <unk> <eos> c 2 <eos> ) ) c C ) C [ ( <unk> C C C ) [ ) C ] C H <unk> C O ( C ) <eos> C ( = ) [ C <unk> C ] 1 2 C <eos> 1 ] 2 1 <unk> [ N <unk> 1 ] <eos> O 1 <eos> 5 H s - l N ( <eos> B ) r s - # <pad> 5 c <pad>,18 15 15 21 15 17 22 5 15 6 15 5 13 19 6 18 8 15 5 13 19 6 18 8 15 6 15 8 15,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
535,CNOCCN(CC=CNCcCc3ccccc33c3cc((CC=C)=OC)C(C)CCc,46,0,47,,<eos>,eos,<bos> C N O C C N ( C C = C N C c C c 3 c c c c c 3 3 c 3 c c ( ( C C = C ) = O C ) C ( C ) C C c <eos> 3 C ) C c 1 <eos> ) c 2 ) 2 c c 1 <eos> C 2 C C ( c O ( O ) C ) ) ] O ) C [ C <eos> ) ( O <unk> ) 1 <eos> C <unk> [ <eos> <unk> C ] <eos> O 1 <eos> n [ <unk> - <eos> 1 c C <eos> c N H F # C s <unk> =,15 18 19 15 15 18 5 15 15 13 15 18 15 23 15 23 10 23 23 23 23 23 10 10 23 10 23 23 5 5 15 15 13 15 6 13 19 15 6 15 5 15 6 15 15 23,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
536,Cl[CH](CCC(C)=OCC(=O)c1c[cccc]))C(=O)C=CcO)C1cOc)O)2(1C)C2]CC]CC(=O)]2)[,72,0,80,,<eos>,eos,<bos> C l <unk> [ <unk> C <unk> <unk> H ] ( C C C ( C ) = O C <unk> C ( = O ) c 1 c [ c c c c ] ) ) C ( = O ) C = C c <unk> O ) C 1 c O c ) O ) 2 ( 1 C ) C 2 ] C <unk> C ] C C ( = O ) ] 2 ) [ <eos> <unk> <unk> ] ) ( C ) C C <eos> C <unk> <unk> H ] 1 2 <eos> O 1 <eos> N ] ) # ) s N <pad> c ) 4 F ] ) C ( [ ),15 24 3 21 3 15 3 3 17 22 5 15 15 15 5 15 6 13 19 15 3 15 5 13 19 6 23 8 23 21 23 23 23 23 22 6 6 15 5 13 19 6 15 13 15 23 3 19 6 15 8 23 19 23 6 19 6 9 5 8 15 6 15 9 22 15 3 15 22 15 15 5 13 19 6 22 9 6 21,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
537,CN(C))Oc1ccc(c-22cccn[3H)c(CO)cc2ncC)(c1(,41,0,42,,<eos>,eos,<bos> C N ( C ) ) O c 1 c c c ( c - 2 2 c c c n [ 3 H ) c ( C O ) c c 2 n c C ) ( c 1 ( <eos> c C ) C 1 4 3 c c C 2 <eos> C ) c 1 2 1 C 2 ) C 1 <eos> c 1 <eos> O ) O <unk> C ) <unk> C ( C C ) <unk> ( ) ( O <eos> C 1 O ) O 1 <eos> ) C <eos> <eos> O 1 <eos> = F # r <eos> <unk> <eos> r 5 n [ 1 ) <unk> l # l n,15 18 5 15 6 6 19 23 8 23 23 23 5 23 7 9 9 23 23 23 25 21 10 17 6 23 5 15 19 6 23 23 9 25 23 15 6 5 23 8 5,,False,False,0,True,unbalanced_brackets,,,,,,,,,,,,
538,N#C[CH]1CCCN1C(=O)[CH]CO)C1CCOCO,32,0,37,,<eos>,eos,<bos> N # C [ C <unk> <unk> H ] 1 C C C N 1 C ( = O ) [ C <unk> <unk> H ] C O ) C 1 C C O C O <eos> C c = O ) c ( 2 c c O ) O ) C c c C ) ] 2 ( 1 <eos> [ c <unk> ] 2 ( 1 ) C ( C <unk> ) C O C ) [ C <unk> <unk> C ) ( O ) <eos> H <eos> 1 <unk> <eos> H ] 1 ] <eos> O 1 <eos> N # s l ] <pad> o # ] c 3 1 l ) c 4 1 =,18 4 15 21 15 3 3 17 22 8 15 15 15 18 8 15 5 13 19 6 21 15 3 3 17 22 15 19 6 15 8 15 15 19 15 19,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
539,Cc1c(-c2c2ccCc)Nc2c[nc(N)c1,27,0,28,,<eos>,eos,<bos> C c 1 c ( - c 2 c 2 c c C c ) N c 2 c [ n c ( N ) c 1 <eos> <eos> 1 <eos> C <eos> C 1 <eos> <eos> C <eos> <eos> C <eos> C C ) C <eos> c ) c C 1 ) C c <eos> ) c 3 ) c 1 ) 2 1 C <unk> <eos> <eos> 2 1 <eos> ) <eos> C <unk> ) ( C <unk> ) <unk> ( C ( C O ) C 2 1 <unk> 1 <eos> ) O ] <eos> O 1 <eos> r ( <pad> # F H n 5 <eos> C r = 4 C ( l - #,15 23 8 23 5 7 23 9 23 9 23 23 15 23 6 18 23 9 23 21 25 23 5 18 6 23 8,,False,False,0,True,unbalanced_brackets,,,,,,,,,,,,
540,NC(C((C)Cc1c1ccc1,17,0,18,,<eos>,eos,<bos> N C ( C ( ( C ) C c 1 c 1 c c c 1 <eos> 1 C C ) <eos> <eos> <eos> C <eos> C <eos> 1 <eos> <eos> c 1 <eos> <eos> C <eos> 1 <eos> <eos> <eos> <unk> C <eos> ] O C ) C ( <eos> ) C c ) C c C C C <unk> C H ] <eos> C <unk> 1 <eos> C <unk> C ] C ( F ] C C <unk> O C ) ( O ) C [ <eos> 1 <unk> ] 2 1 C <eos> <eos> O 1 <eos> # C 4 n N S B c C N C B 5 r ) 3 l ),18 15 5 15 5 5 15 6 15 23 8 23 8 23 23 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
541,Cc1ncnc2c(3c(c[ncH]C)[CH]CCOC[cH]([C)C(C)]4[O)CH]CC)32,54,0,61,,<eos>,eos,<bos> C c 1 n c n c 2 c ( 3 c ( c [ n <unk> c H ] C ) [ C <unk> H ] C C O C [ c <unk> H ] ( [ C ) C ( C ) ] 4 [ O ) C <unk> <unk> H ] C C ) <unk> 3 2 <eos> c 1 <eos> H ] <unk> <unk> ( 2 O C ) C <unk> ] C 1 O <unk> ) [ = C ( C O <eos> C O 1 <unk> 1 N ) 1 ] <eos> O 1 <eos> n 2 S <pad> C O F 1 - B ] C n r ( 3 <pad> 4,15 23 8 25 23 25 23 9 23 5 10 23 5 23 21 25 3 23 17 22 15 6 21 15 3 17 22 15 15 19 15 21 23 3 17 22 5 21 15 6 15 5 15 6 22 11 21 19 6 15 3 3 17 22 15 15 6 3 10 9,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
542,CN(C)CCC1C(=O)Nc1ccnc(-]3cn[(F)c(Clcc3)ncnc1cc1O[cH]1CCOC1,58,0,62,,<eos>,eos,<bos> C N ( C ) C <unk> C C 1 <unk> C ( = O ) N c 1 c c n c ( - ] 3 c n [ ( F ) c ( C l c c 3 ) n c n c 1 c c 1 O [ c <unk> H ] 1 C C O C 1 <eos> H ] C 2 c 1 <unk> C ) ] <unk> O ) ( ] ) [ C <unk> <unk> ] 1 ( C ) C C C C <unk> C O ] C O <eos> O 1 <eos> l c s S O # ] 4 ( ) C B # [ C s ] <eos>,15 18 5 15 6 15 3 15 15 8 3 15 5 13 19 6 18 23 8 23 23 25 23 5 7 22 10 23 25 21 5 16 6 23 5 15 24 23 23 10 6 25 23 25 23 8 23 23 8 19 21 23 3 17 22 8 15 15 19 15 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
543,Cc1[cH]ccc(CN=2)c2cCc3ccccc312N)(1,34,0,35,,<eos>,eos,<bos> C c 1 [ c H ] c c c ( C N = 2 ) c 2 c C c 3 c c c c c 3 1 2 N ) ( 1 <eos> C <eos> 1 C 1 <eos> [ c H ] H ] c 1 <eos> c ) c C c C c ) c <eos> c 1 <eos> <eos> <eos> ] C 1 ( O ) C ) <eos> C ( ) O C C ) ( ] C ( O ) <eos> C <eos> C <unk> 1 <eos> ) 1 2 <eos> O 1 <eos> l [ l S c 2 S H <eos> <pad> H = <pad> ] F S B l,15 23 8 21 23 17 22 23 23 23 5 15 18 13 9 6 23 9 23 15 23 10 23 23 23 23 23 10 8 9 18 6 5 8,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
544,NC(=O)c1cccc(-c2cnc3[nH]cn(-c4ccccnccccc)c31)cc4)c3c)cc1,56,0,57,,<eos>,eos,<bos> N C ( = O ) c 1 c c c c ( - c 2 c n c 3 [ n H ] c n ( - c 4 c c c c n c c c c c ) c 3 1 ) c c 4 ) c 3 c ) c c 1 <eos> ) <eos> 3 c 2 ) c 1 <eos> c 1 C <eos> C <unk> ) O <unk> ) C ( C O ) C 1 C ( C ) C 1 C 3 = O <eos> ) C O <eos> O 1 <eos> N 1 o [ B 1 <eos> r H <unk> n C 4 <eos> c n [ 3,18 15 5 13 19 6 23 8 23 23 23 23 5 7 23 9 23 25 23 10 21 25 17 22 23 25 5 7 23 11 23 23 23 23 25 23 23 23 23 23 6 23 10 8 6 23 23 11 6 23 10 23 6 23 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
545,CN(C)c1cccc(C(C)C)C(O,21,0,22,,<eos>,eos,<bos> C N ( C ) c 1 c c c c ( C ( C ) C ) C ( O <eos> 1 c <eos> c <eos> 1 <eos> <eos> <eos> <eos> <eos> <eos> 1 <eos> C 1 <eos> <eos> O <eos> <eos> C ( c 1 ( = ) C <eos> ( <eos> ( ) ) C ) C <unk> ) ) C H 1 C 1 ( O ) C ) <eos> <eos> = ) 1 C 2 = O <eos> ) ( C ) C 1 <eos> 1 <unk> 1 <eos> ) <unk> ] <eos> 5 1 <eos> s r C - l 2 <pad> <unk> = N O 5 - H F S l 4,15 18 5 15 6 23 8 23 23 23 23 5 15 5 15 6 15 6 15 5 19,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
546,O=C(c1ccc(-c2ccccn2)s1)N1C=C)c2cccnc2)cc1cccc)cc1,49,0,50,,<eos>,eos,<bos> O = C ( c 1 c c c ( - c 2 c c c c n 2 ) s 1 ) N 1 C = C ) c 2 c c c n c 2 ) c c 1 c c c c ) c c 1 <eos> c <eos> c C 1 ) c c 1 F c 1 c 1 <eos> 1 c <eos> c 1 C C ) O ) = C 1 C C = O <eos> C ( O ) C 1 <eos> C <unk> <eos> 2 1 C <eos> <eos> O 1 <eos> l N o 4 C H 1 ] 3 <pad> <eos> 1 ] s n S n l,19 13 15 5 23 8 23 23 23 5 7 23 9 23 23 23 23 25 9 6 28 8 6 18 8 15 13 15 6 23 9 23 23 23 25 23 9 6 23 23 8 23 23 23 23 6 23 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
547,CC(C)(C)c1ccc(c2ncc(nH]cc(])cc3c(cc-c)c3c)n[nH]=O)3cC)c1,56,0,57,,<eos>,eos,<bos> C C ( C ) ( C ) c 1 c c c ( c 2 n c c ( n H ] c c ( ] ) c c 3 c ( c c - c ) c 3 c ) n [ n H ] = O ) 3 c C ) c 1 <eos> <eos> ) = O 2 ) C 1 1 [ C <unk> [ O <unk> ) O ) <unk> C [ C ] ) O C ) ( 2 <unk> C ( C O ) = <eos> ) C 1 <eos> O 1 <eos> S - F <pad> ] o ( H 4 C H ( 4 F c B r s,15 15 5 15 6 5 15 6 23 8 23 23 23 5 23 9 25 23 23 5 25 17 22 23 23 5 22 6 23 23 10 23 5 23 23 7 23 6 23 10 23 6 25 21 25 17 22 13 19 6 10 23 15 6 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
548,CCOC(=O)C(C)(C)Nc1ccc(Cl)cc1C,29,0,30,,<eos>,eos,<bos> C C O C ( = O ) C ( C ) ( C ) N c 1 c c c ( C l ) c c 1 C <eos> C <eos> C 1 <eos> C <eos> C <eos> C O <eos> O C O C <eos> ( F ) C <eos> 1 F ( 1 c ) O C [ C <eos> <unk> C 1 2 C <eos> O ) O ) <eos> <eos> ( ) ) [ C <unk> <unk> C ) ( C <eos> ) C <eos> C <unk> 1 <eos> ] C ] <eos> O 1 <eos> F o # 2 5 ) ] - c N C B c H n l 5 #,15 15 19 15 5 13 19 6 15 5 15 6 5 15 6 18 23 8 23 23 23 5 15 24 6 23 23 8 15,CCOC(=O)C(C)(C)Nc1ccc(Cl)cc1C,True,True,1,True,,255.75,3.402,38.33,1.0,3.0,4.0,0.8384,2.1688,True,0.8349,Strong candidate,True
549,C=C]1-[H]OC[C=[CC(=O)[CC])[cO]CC=C[C]C3=O[C])C)C()OC2[1]CC(=OHC4OC)C=C12,72,0,87,,<eos>,eos,<bos> C = C <unk> ] 1 - [ H <unk> ] <unk> O C [ C = <unk> [ C <unk> C ( = O ) [ C C ] ) [ c O ] C C = C <unk> [ C <unk> ] C 3 = O [ C <unk> <unk> ] ) C ) <unk> C <unk> ( ) O C 2 [ 1 <unk> <unk> ] C C ( = O <unk> H C 4 O C ) C = C 1 2 <eos> C 1 <eos> ] <unk> 2 N 1 <unk> 2 <eos> O 1 <eos> ] o N 3 n 2 ) = F - 3 N 5 O <pad> ] 5 O,15 13 15 3 22 8 7 21 17 3 22 3 19 15 21 15 13 3 21 15 3 15 5 13 19 6 21 15 15 22 6 21 23 19 22 15 15 13 15 3 21 15 3 22 15 10 13 19 21 15 3 3 22 6 15 6 3 15 3 5 6 19 15 9 21 8 3 3 22 15 15 5 13 19 3 17 15 11 19 15 6 15 13 15 8 9,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
550,CC(=O)NOC1H](C)C1)CCCC),23,0,27,,<eos>,eos,<bos> C C ( = O ) N O C 1 <unk> H ] ( C ) C 1 ) C <unk> C C <unk> C ) <eos> [ C H ] <unk> 1 C 1 O ) C ( = O ) ( 1 ) ( C ( O C c ( C c [ C <unk> C ] C C 2 ) C ] C H C <unk> <eos> C O <eos> C <unk> ] ) 1 C <eos> <unk> 2 ( C ( O <unk> C C O ) <unk> 1 <eos> ) C 1 <eos> O 1 <eos> l o = [ <eos> 4 1 C <eos> = [ F 5 H C N B 4,15 15 5 13 19 6 18 19 15 8 3 17 22 5 15 6 15 8 6 15 3 15 15 3 15 6,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
551,COC(=O)c1ccccc1CC1CO)CO),24,0,25,,<eos>,eos,<bos> C O C ( = O ) c 1 c c c c c 1 C C 1 C O ) C O ) <eos> C <eos> 1 C C <eos> C <eos> C c C <eos> C C = O <eos> C ) C ) C C <eos> O ) O ) C C ) c 1 c 2 <eos> [ ) n ] <eos> c 1 <eos> O C ) C <unk> C ] C 1 C C ) <unk> ] C ( O ) <eos> C <eos> <unk> <unk> ] <eos> 1 C <eos> <eos> O 1 <eos> - C c 5 <unk> 1 B <eos> l N ] F ) 1 C H c ),15 19 15 5 13 19 6 23 8 23 23 23 23 23 8 15 15 8 15 19 6 15 19 6,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
552,CC(C)NCC(O)COc1cccc2ccccc21,27,0,28,,<eos>,eos,<bos> C C ( C ) N C C ( O ) C O c 1 c c c c 2 c c c c c 2 1 <eos> <eos> 1 <eos> 1 <eos> <eos> <eos> C <eos> <eos> <eos> C 1 <eos> ) <eos> C 1 <eos> C ) <eos> c ) c C ) c 2 c ) c O <eos> <eos> <eos> C <eos> C 1 c O ( C ) <eos> C O ) ) C C [ <unk> C ) ] O ) <eos> 1 C 1 <unk> [ <eos> <unk> C ] <eos> O 1 <eos> - = s 5 O H c <eos> # o ] 5 F ] n C n 4,15 15 5 15 6 18 15 15 5 19 6 15 19 23 8 23 23 23 23 9 23 23 23 23 23 9 8,CC(C)NCC(O)COc1cccc2ccccc12,True,False,2,False,,259.35,2.578,41.49,2.0,3.0,6.0,0.8375,2.2997,True,0.8523,Strong candidate,True
553,O=C(O)c1ccccc1)c1cnn1-c2cccc(FCN(c=)C[nH]cc1,44,0,45,,<eos>,eos,<bos> O = C ( O ) c 1 c c c c c 1 ) c 1 c n n 1 - c 2 c c c c ( F C N ( c = ) C [ n H ] c c 1 <eos> c C 1 <eos> O c 1 ) c C 1 C ) O C <eos> 2 <eos> C <unk> <eos> c 1 <eos> C ) C O O ) C ] 1 C C ) <unk> ] ) ( C ) C 1 <eos> 1 <unk> 1 <eos> ) C ] <eos> O 1 <eos> # 2 c 5 r <unk> <pad> r n C 1 C S ] [ ( [ l,19 13 15 5 19 6 23 8 23 23 23 23 23 8 6 23 8 23 25 25 8 7 23 9 23 23 23 23 5 16 15 18 5 23 13 6 15 21 25 17 22 23 23 8,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
554,N[CH](C(=O)N1CCCC1)[CH]1CC[CH](NC(=O)(=O)c2ccc(c(NO1CF)c)Cc2,60,0,66,,<eos>,eos,<bos> N [ C <unk> H ] ( C ( = O ) N 1 C C C C 1 ) [ C <unk> <unk> H ] 1 C C [ C <unk> <unk> H ] ( N C ( = O ) ( = O ) c 2 c c c ( c ( N O 1 C F ) c ) C c 2 <eos> ) 1 <eos> <eos> 2 C C <eos> <eos> O c ) [ C <unk> C <eos> ) ( O <eos> C C <eos> C <unk> 2 <eos> ) C 2 <eos> O 1 <eos> o 2 <pad> H <eos> 1 <unk> r 3 # B ) l = H o l ),18 21 15 3 17 22 5 15 5 13 19 6 18 8 15 15 15 15 8 6 21 15 3 3 17 22 8 15 15 21 15 3 3 17 22 5 18 15 5 13 19 6 5 13 19 6 23 9 23 23 23 5 23 5 18 19 8 15 16 6 23 6 15 23 9,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
555,CN(C)c1nc(-c2ccc3c3ccc3c3ccc3(3)nc)c21cc1,41,0,42,,<eos>,eos,<bos> C N ( C ) c 1 n c ( - c 2 c c c 3 c 3 c c c 3 c 3 c c c 3 ( 3 ) n c ) c 2 1 c c 1 <eos> ) C 4 c <eos> c O C c ) 1 <eos> c 1 ) c 2 C c 1 [ <eos> <unk> <unk> O ) ( O ) C ( O ) = C 1 C 2 = O <eos> ) ( O ) O 1 <eos> C <unk> 1 O ) C 1 <eos> O 1 <eos> F <eos> n - <pad> n ( 5 3 C H = l <eos> 5 s <unk> 4,15 18 5 15 6 23 8 25 23 5 7 23 9 23 23 23 10 23 10 23 23 23 10 23 10 23 23 23 10 5 10 6 25 23 6 23 9 8 23 23 8,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
556,COC11cccc2[nH]c(-c3n[nH]c4ncc(-c5cnnH]ccccc4cnc12c34cnc12,57,0,58,,<eos>,eos,<bos> C O C 1 1 c c c c 2 [ n H ] c ( - c 3 n [ n H ] c 4 n c c ( - c 5 c n n H ] c c c c c 4 c n c 1 2 c 3 4 c n c 1 2 <eos> c ) <eos> 1 <eos> <unk> c <eos> c 1 <eos> C C [ <unk> O <unk> ( ] 1 [ C <unk> <unk> H ] ( O ) C 1 <eos> <unk> <unk> ] 2 1 C <eos> <eos> O 1 <eos> F <eos> n O r 4 <pad> 4 N n 4 s 4 1 [ s [ c,15 19 15 8 8 23 23 23 23 9 21 25 17 22 23 5 7 23 10 25 21 25 17 22 23 11 25 23 23 5 7 23 12 23 25 25 17 22 23 23 23 23 23 11 23 25 23 8 9 23 10 11 23 25 23 8 9,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
