sample_index,raw_smiles,raw_length,first_bos_position,first_eos_position,first_pad_position,termination_token,termination_reason,raw_tokens,effective_token_ids,canonical_smiles,is_valid_rdkit,is_unique_among_valid,valid_occurrences,is_novel_vs_reference,invalid_reason,molecular_weight,logp,tpsa,hbd,hba,rotatable_bonds,qed_score,sa_score,passes_lipinski,clinical_score,recommendation,is_novel_scorer_flag
70,O=C(c1c2cc2-c2c(CnC(=O)NCCCcC(C)c(C)cnc)cC2,43,0,44,,<eos>,eos,<bos> O = C ( c 1 c 2 c c 2 - c 2 c ( C n C ( = O ) N C C C c C ( C ) c ( C ) c n c ) c C 2 <eos> <eos> <eos> 1 <eos> C <eos> 2 <eos> 1 c F ] C # S <pad> F s ( 1 l ) N s = B O B = N c s # ] c C r H - s O C n C 1 l S H 1 <pad> C c r l F 1 o <eos> 2 o = l ] ) 4 <eos> <pad> N S 4 O <eos> 5 <pad> l,19 13 15 5 23 8 23 9 23 23 9 7 23 9 23 5 15 25 15 5 13 19 6 18 15 15 15 23 15 5 15 6 23 5 15 6 23 25 23 6 23 15 9,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
71,O=C(CNC(=O)c1ccC(c)ccc(O)c1ccc11,32,0,33,,<eos>,eos,<bos> O = C ( C N C ( = O ) c 1 c c C ( c ) c c c ( O ) c 1 c c c 1 1 <eos> <eos> c 1 <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> n 4 N B C 1 <pad> B <pad> c 5 O ] F N # 4 <unk> 2 # n N c B - H 1 - <unk> - 5 ) S H O N H S ] N 2 C B ( o F <eos> N 2 1 F H l ) H B H F C 3 F ] <unk> ) ] l ),19 13 15 5 15 18 15 5 13 19 6 23 8 23 23 15 5 23 6 23 23 23 5 19 6 23 8 23 23 23 8 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
72,CCCCNC(=O)c1ccc(F)cCO))cc11,27,0,28,,<eos>,eos,<bos> C C C C N C ( = O ) c 1 c c c ( F ) c C O ) ) c c 1 1 <eos> <eos> 1 = O <eos> C 1 <eos> <eos> C <eos> 1 <eos> <eos> <eos> 1 <eos> <eos> <eos> <eos> C <eos> <eos> <eos> c 4 O 1 o n ( ) C ) s O F ) O 5 O <unk> 1 5 B ] B s = s S - N <unk> n ) C l ] N H 3 C s C 5 r 3 o 2 N <unk> # n 3 C = <eos> H ] <eos> <unk> n ] S <pad> ] r # 2 N,15 15 15 15 18 15 5 13 19 6 23 8 23 23 23 5 16 6 23 15 19 6 6 23 23 8 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
73,CC(CNC(=O)N1CCC()CNC1CCC)C1,27,0,28,,<eos>,eos,<bos> C C ( C N C ( = O ) N 1 C C C ( ) C N C 1 C C C ) C 1 <eos> <eos> 1 <eos> 1 <eos> C 1 <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> 1 <eos> <eos> <eos> <eos> C <eos> <eos> <eos> r o = 1 o n H = <pad> s ( 4 3 F 3 <eos> F ( s 4 B ( F C ] H 3 2 [ S <unk> l B <eos> [ 3 [ <pad> 5 B 2 n <unk> - ] H ) 3 2 s o O = <eos> ) ] <eos> B o 3 F = H C # <unk> ),15 15 5 15 18 15 5 13 19 6 18 8 15 15 15 5 6 15 18 15 8 15 15 15 6 15 8,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
74,CC(=O)NCCC)C(c1cc(OCcc3ccc(C)CC=O)CC2)CC1CC1,44,0,45,,<eos>,eos,<bos> C C ( = O ) N C C C ) C ( c 1 c c ( O C c c 3 c c c ( C ) C C = O ) C C 2 ) C C 1 C C 1 <eos> C <eos> <eos> <eos> <eos> <eos> <eos> r [ N B n B s ) ] # [ # 3 2 F <eos> H B 4 [ 3 ( n <unk> 3 [ o c = ( C H - <eos> = <pad> n 4 ] H ( F 3 2 S - ] - l ) 1 s 5 s <pad> 3 s F ] ) 1 2 <unk> O C l F,15 15 5 13 19 6 18 15 15 15 6 15 5 23 8 23 23 5 19 15 23 23 10 23 23 23 5 15 6 15 15 13 19 6 15 15 9 6 15 15 8 15 15 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
75,CCOC(=O)C1C(=C)C(O)cc2cc(C)cc1,30,0,31,,<eos>,eos,<bos> C C O C ( = O ) C 1 C ( = C ) C ( O ) c c 2 c c ( C ) c c 1 <eos> <eos> <eos> <eos> 1 <eos> <eos> C <eos> <eos> <eos> <eos> <eos> C <eos> 1 <eos> 1 <eos> <eos> <eos> <eos> r 3 l B N s l ( c 2 s # <pad> - <pad> B 4 c 4 n <unk> S - S c <eos> ( n <unk> - r F n N C O 4 [ <pad> H 5 2 r # ] 4 <eos> 3 o = <eos> H ] O o [ 1 3 n ] s 3 H n o l #,15 15 19 15 5 13 19 6 15 8 15 5 13 15 6 15 5 19 6 23 23 9 23 23 5 15 6 23 23 8,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
76,Cc1cc(C(C(=O)N2CCN(C)ccccccc(F)c=2)c11,38,0,39,,<eos>,eos,<bos> C c 1 c c ( C ( C ( = O ) N 2 C C N ( C ) c c c c c c c ( F ) c = 2 ) c 1 1 <eos> 1 <eos> <eos> O <eos> <eos> 1 <eos> 1 <eos> <eos> <eos> <eos> 5 3 4 o c <pad> C # r [ # 5 - S 2 c 2 [ = N # N n 2 H [ O S <unk> 5 2 O 5 # ) C o C <pad> <eos> H B N 3 S 2 = - s 5 [ o 5 ] l 1 H ( c <eos> 5 H # <unk> N <unk> 4,15 23 8 23 23 5 15 5 15 5 13 19 6 18 9 15 15 18 5 15 6 23 23 23 23 23 23 23 5 16 6 23 13 9 6 23 8 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
77,O=C(NCc1ccc(F)c1CC(Cc1ccccc1ClC,31,0,32,,<eos>,eos,<bos> O = C ( N C c 1 c c c ( F ) c 1 C C ( C c 1 c c c c c 1 C l C <eos> C 1 <eos> <eos> <eos> 1 <eos> <eos> <eos> <eos> <eos> <eos> <eos> 1 <eos> <eos> <eos> <eos> <eos> <eos> <unk> c N ( c <pad> s o H s ( O n B c ) # B F <eos> ] O B S 4 ] # - N <unk> ) B 5 o ( 5 [ C H [ B # <eos> ] S n ( C H s ) 4 ] <eos> 3 S H B N O 5 r O ( C l r,19 13 15 5 18 15 23 8 23 23 23 5 16 6 23 8 15 15 5 15 23 8 23 23 23 23 23 8 15 24 15,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
78,Cc1ccc(CCC(=O)Nc2ccc((C(=O)NCCC3)cc2)cc1,40,0,41,,<eos>,eos,<bos> C c 1 c c c ( C C C ( = O ) N c 2 c c c ( ( C ( = O ) N C C C 3 ) c c 2 ) c c 1 <eos> <eos> 1 <eos> <eos> <eos> <eos> <eos> c 1 <eos> <eos> 3 O 3 B ) - C 3 2 <unk> o ) 3 - C ( F r = o H ( H ( H 4 l S 3 = 2 l n 2 N 5 <eos> S - C B c <unk> - <pad> 4 S N s r ] # S <eos> B 5 C 4 r B N n # 2 n 2 <unk>,15 23 8 23 23 23 5 15 15 15 5 13 19 6 18 23 9 23 23 23 5 5 15 5 13 19 6 18 15 15 15 10 6 23 23 9 6 23 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
79,CC(=O)N1CCNC1CC(=O)c1cccc2C(CCCO2,33,0,34,,<eos>,eos,<bos> C C ( = O ) N 1 C C N C 1 C C ( = O ) c 1 c c c c 2 C ( C C C O 2 <eos> c 1 <eos> C <eos> 1 <eos> <eos> 1 <eos> c 1 <eos> <eos> <eos> <eos> <eos> <eos> r 3 N B H c s - ] B o S - s F ] F B 2 <pad> [ S 4 # 1 s O 1 c S 1 [ ( C = 4 ) n <pad> C c ( l 3 S 1 <pad> - ] = 4 H # F B N C 4 N r s 2 = # 4 o =,15 15 5 13 19 6 18 8 15 15 18 15 8 15 15 5 13 19 6 23 8 23 23 23 23 9 15 5 15 15 15 19 9,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
80,O=C(Nc1ccccc1C(=O)N1CCCC1Cc1ccccc1)c11,38,0,39,,<eos>,eos,<bos> O = C ( N c 1 c c c c c 1 C ( = O ) N 1 C C C C 1 C c 1 c c c c c 1 ) c 1 1 <eos> <eos> <eos> 1 <eos> <eos> <eos> 1 <eos> <eos> <eos> 1 <eos> <eos> 3 <unk> F N 3 F <pad> = c N <unk> H B ) 3 H <unk> B O B - F B 4 s <unk> <pad> C ) ] c B s 4 [ N 2 F H [ O c ( [ <unk> 2 <eos> 4 s o s C O l H <pad> [ <eos> c C <eos> <pad> ) <pad> # H -,19 13 15 5 18 23 8 23 23 23 23 23 8 15 5 13 19 6 18 8 15 15 15 15 8 15 23 8 23 23 23 23 23 8 6 23 8 8,,False,False,0,True,long_repetitive_fragment,,,,,,,,,,,,
81,CC(CCCC1CC(C1)CC1C)(Cc2ccc(F)cc1,32,0,33,,<eos>,eos,<bos> C C ( C C C C 1 C C ( C 1 ) C C 1 C ) ( C c 2 c c c ( F ) c c 1 <eos> C C <eos> 1 <eos> C 1 <eos> <eos> 1 <eos> <eos> 2 <eos> <eos> <eos> <eos> <eos> <eos> n # ) ( r N s c 3 ) c O 3 # ) c F B <pad> s n O B n - <eos> 3 <pad> <unk> - ( <eos> B S 3 N o C 1 C ( s o ] 5 o ) - r <pad> 4 2 S <eos> s 5 s F O r s H = 5 r ( 5,15 15 5 15 15 15 15 8 15 15 5 15 8 6 15 15 8 15 6 5 15 23 9 23 23 23 5 16 6 23 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
82,c1cc1cnc(NC(CO33ncc(C-nc3cncc4C)C)O2)c1,39,0,40,,<eos>,eos,<bos> c 1 c c 1 c n c ( N C ( C O 3 3 n c c ( C - n c 3 c n c c 4 C ) C ) O 2 ) c 1 <eos> <eos> 2 <eos> c 1 <eos> 1 <eos> 1 <eos> <eos> <eos> - B - s # [ B l - s ] # l 2 # <pad> 2 [ <pad> 4 r N O <unk> l c S 3 S = 2 S N 3 <unk> # N ) n c S B O - S ( C r # l s <pad> <unk> <pad> = l C n = r <eos> l # <unk> C <unk> 3,23 8 23 23 8 23 25 23 5 18 15 5 15 19 10 10 25 23 23 5 15 7 25 23 10 23 25 23 23 11 15 6 15 6 19 9 6 23 8,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
83,CCCC1Cn1CCCCC(C(=O)c2ccc(2)c1C)C1,33,0,34,,<eos>,eos,<bos> C C C C 1 C n 1 C C C C C ( C ( = O ) c 2 c c c ( 2 ) c 1 C ) C 1 <eos> C <eos> C <eos> <eos> <eos> <eos> <eos> <eos> O <eos> 1 <eos> 1 <eos> <eos> <eos> <eos> <unk> ( 2 N [ N <pad> ( [ ) s # 5 l <pad> N ] - 2 4 ] S 4 ( 4 3 [ 3 ] = n [ n <unk> O 4 3 F [ C 1 <pad> = F l 4 <pad> C H # B = 5 F o c s <eos> O <eos> S 2 H O r <unk> r,15 15 15 15 8 15 25 8 15 15 15 15 15 5 15 5 13 19 6 23 9 23 23 23 5 9 6 23 8 15 6 15 8,,False,False,0,True,long_repetitive_fragment,,,,,,,,,,,,
84,CN(C(=O)c1c1ccc1F)C=C)Cc11cccc1,31,0,32,,<eos>,eos,<bos> C N ( C ( = O ) c 1 c 1 c c c 1 F ) C = C ) C c 1 1 c c c c 1 <eos> <eos> c 1 <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> C 2 <eos> <eos> <eos> C C <eos> n s N <pad> c l <unk> B <unk> 3 s H F 1 5 N = B O ] F c B s N # n C o l = - 4 o S 3 # 3 C # n = S ] - 2 ( <unk> C n o s S ) F ) H F 2 ] F ( <eos> ) C l <eos>,15 18 5 15 5 13 19 6 23 8 23 8 23 23 23 8 16 6 15 13 15 6 15 23 8 8 23 23 23 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
85,O=C(Cc1C)c(C2ccnc(CO)c11cc1cC1C,31,0,32,,<eos>,eos,<bos> O = C ( C c 1 C ) c ( C 2 c c n c ( C O ) c 1 1 c c 1 c C 1 C <eos> C <eos> C <eos> <eos> C <eos> 1 <eos> <eos> <eos> 2 <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> 1 s 1 ) O B C o O # <pad> F 3 c ] <unk> H B ( = ) c r C H - 3 B r <unk> n O S <eos> <unk> 5 N c 4 [ S 5 o <unk> - <unk> ( l c o N ( <unk> N 1 4 <eos> # <pad> C ( n r 5 [ <unk> l,19 13 15 5 15 23 8 15 6 23 5 15 9 23 23 25 23 5 15 19 6 23 8 8 23 23 8 23 15 8 15,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
86,O=C(Cc1cnc(-c2ccc(F))c1)c1Cc(1ccc(1c,36,0,37,,<eos>,eos,<bos> O = C ( C c 1 c n c ( - c 2 c c c ( F ) ) c 1 ) c 1 C c ( 1 c c c ( 1 c <eos> c <eos> 1 <eos> 1 <eos> 2 <eos> c <eos> <eos> <eos> C 2 <eos> = c 2 1 O # s 5 o 2 ( F n = 3 - H <pad> <eos> N ] F o N # ] S = O 5 s 2 S H <unk> C ( F <unk> ) 1 l c # n s F l <eos> o - 4 [ ] B 1 <eos> ( - [ H ] H r n <unk> c,19 13 15 5 15 23 8 23 25 23 5 7 23 9 23 23 23 5 16 6 6 23 8 6 23 8 15 23 5 8 23 23 23 5 8 23,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
87,O=CCNn1nc(-c2ccc(C2)cn13c)cn1,29,0,30,,<eos>,eos,<bos> O = C C N n 1 n c ( - c 2 c c c ( C 2 ) c n 1 3 c ) c n 1 <eos> 1 <eos> c 1 <eos> <eos> <eos> <eos> <eos> = <eos> <eos> 2 2 <eos> <eos> c <eos> C <eos> 2 <eos> ) [ 5 ) 5 # s ) <unk> 3 # O 4 B s B = C - N 3 <pad> N B c 1 O B o 5 <pad> 2 O r 2 # N 4 5 H C = s O - 4 ( <unk> 2 5 ) F = ] O ( 5 c <pad> 4 F <pad> <eos> ) s 1 s,19 13 15 15 18 25 8 25 23 5 7 23 9 23 23 23 5 15 9 6 23 25 8 10 23 6 23 25 8,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
88,CN(Cc1cccc(C#C)c1)C(=O)cc1ccc(1)c12,35,0,36,,<eos>,eos,<bos> C N ( C c 1 c c c c ( C # C ) c 1 ) C ( = O ) c c 1 c c c ( 1 ) c 1 2 <eos> C 1 <eos> O <eos> 1 <eos> C c 1 <eos> <eos> <eos> <eos> C <eos> [ s N n c # n <unk> s 5 B ] - 1 ] H F <unk> 4 1 # <unk> B n - <unk> <pad> c ] F # r 5 o <eos> N 5 <eos> o H n = r c S 2 r 3 n 3 o 4 5 O 5 r 4 <eos> N ] s ) <pad> s C F 4,15 18 5 15 23 8 23 23 23 23 5 15 4 15 6 23 8 6 15 5 13 19 6 23 23 8 23 23 23 5 8 6 23 8 9,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
89,Cc1cccc(=O)c(CC(=O)Cc2cc(CC)[cH]2)cc2)c11,41,0,42,,<eos>,eos,<bos> C c 1 c c c c ( = O ) c ( C C ( = O ) C c 2 c c ( C C ) [ c H ] 2 ) c c 2 ) c 1 1 <eos> <eos> <eos> 1 <eos> 1 <eos> <eos> <eos> <eos> <eos> ) N 4 ] H N B - 2 ) o # 3 - F ) N c 2 n r S l # O 1 ( 5 <unk> - <unk> [ l 4 ) 5 O S r c o C B 3 n H s - 1 5 [ s n <eos> F H ] 5 ] <eos> s # <pad> H 4 n O,15 23 8 23 23 23 23 5 13 19 6 23 5 15 15 5 13 19 6 15 23 9 23 23 5 15 15 6 21 23 17 22 9 6 23 23 9 6 23 8 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
90,Cc1coc(C)c1CC(=O)CC(CCCC=O)c11cccc1,35,0,36,,<eos>,eos,<bos> C c 1 c o c ( C ) c 1 C C ( = O ) C C ( C C C C = O ) c 1 1 c c c c 1 <eos> <eos> 1 <eos> <eos> <eos> <eos> <eos> C <eos> 2 <eos> <eos> C ) <eos> <eos> H O [ N ) F - r O - O H l F 3 <eos> F <pad> 4 N [ ( H 1 ( <eos> S C H s [ 4 n H <pad> N 4 ) # ) 4 = [ ( l <unk> 5 <pad> o <eos> B = <unk> ] <unk> <pad> <eos> c - 3 ( 5 H <pad> 5 ( 4,15 23 8 23 26 23 5 15 6 23 8 15 15 5 13 19 6 15 15 5 15 15 15 15 13 19 6 23 8 8 23 23 23 23 8,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
91,CC1c1nc(CO)nc1-c2ccc(Cl)c2C)c1,30,0,31,,<eos>,eos,<bos> C C 1 c 1 n c ( C O ) n c 1 - c 2 c c c ( C l ) c 2 C ) c 1 <eos> C <eos> <eos> 1 <eos> <eos> 1 <eos> <eos> 1 <eos> <eos> 1 <eos> c <eos> <eos> <eos> <eos> C <eos> 3 ] O ] r S n s <pad> <unk> o l - o N c 4 3 <eos> <pad> n r S 3 - H <pad> - <unk> = ] 5 N H B ( N ( r N 2 l = 5 o 2 S C s ) H 1 2 l O B s <eos> O 1 s 2 ] 2 C l -,15 15 8 23 8 25 23 5 15 19 6 25 23 8 7 23 9 23 23 23 5 15 24 6 23 9 15 6 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
92,CC(C)(C)NC(=O)Nc1ccc(C(CC(C2)c1,31,0,32,,<eos>,eos,<bos> C C ( C ) ( C ) N C ( = O ) N c 1 c c c ( C ( C C ( C 2 ) c 1 <eos> <eos> 1 <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> 1 <eos> C <eos> <eos> <eos> <eos> <eos> <eos> 3 ( O ] ) 5 # ) O ) c 1 B F r # - 5 c = F c s <pad> 5 o S r [ <unk> l = B H 3 N n ( r H O <pad> 5 N B = ( - 2 l O 5 o <eos> H [ c <eos> <pad> ( # 5 ( B C l F,15 15 5 15 6 5 15 6 18 15 5 13 19 6 18 23 8 23 23 23 5 15 5 15 15 5 15 9 6 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
93,Cc1cc2cccc12c1Cc3ccc((3)c1)c1=,30,0,31,,<eos>,eos,<bos> C c 1 c c 2 c c c c 1 2 c 1 C c 3 c c c ( ( 3 ) c 1 ) c 1 = <eos> ) c 1 <eos> <eos> <eos> 1 <eos> <eos> <eos> <eos> <eos> ) <eos> 2 <eos> 1 <eos> C 2 <eos> - 3 ] <pad> - <pad> 2 l = N # ) # 3 - # H 2 <eos> r o r <pad> n <eos> = S 4 - <unk> N 2 5 H l = F 2 5 ) 2 ] [ ( r 5 2 <unk> 1 F <eos> - 5 ] n ) 1 = O N = s H F C c 4,15 23 8 23 23 9 23 23 23 23 8 9 23 8 15 23 10 23 23 23 5 5 10 6 23 8 6 23 8 13,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
94,Cc1oc(-c2cccnc)cc1S(=OC(=O)N1CccCc11,36,0,37,,<eos>,eos,<bos> C c 1 o c ( - c 2 c c c n c ) c c 1 S ( = O C ( = O ) N 1 C c c C c 1 1 <eos> 1 <eos> <eos> 1 <eos> ) c 1 2 <eos> <eos> C C <eos> <eos> # B [ N <pad> # F <unk> S ] 5 1 ( 1 3 C ( 3 H C 5 ( N <pad> r ] 4 <pad> [ 3 r = n B <unk> ( N ( n <pad> H <pad> r ( S B 5 4 1 N 1 ( # l <unk> [ ) F O C = [ S N C 5 ),15 23 8 26 23 5 7 23 9 23 23 23 25 23 6 23 23 8 20 5 13 19 15 5 13 19 6 18 8 15 23 23 15 23 8 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
95,COC1CC(C(NC(=O)c2ccc(cnc1CCC=))C1,33,0,34,,<eos>,eos,<bos> C O C 1 C C ( C ( N C ( = O ) c 2 c c c ( c n c 1 C C C = ) ) C 1 <eos> <eos> <eos> 1 <eos> <eos> 1 <eos> <eos> <eos> <eos> <eos> 2 <eos> <eos> 1 <eos> <eos> <eos> 1 B 5 B 3 s n B n s F O N 2 F ] o = 5 = r <pad> r <unk> F c 4 3 n 1 5 2 1 o n 4 # <eos> <pad> ( 1 S B - ] H r N <unk> l n <unk> l s N c ( O c 3 F 1 <pad> r <unk> # -,15 19 15 8 15 15 5 15 5 18 15 5 13 19 6 23 9 23 23 23 5 23 25 23 8 15 15 15 13 6 6 15 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
96,CC(=O)c1cccc(NC(=ONc2cc(-3ccccnc)cc2)c2)cc1,43,0,44,,<eos>,eos,<bos> C C ( = O ) c 1 c c c c ( N C ( = O N c 2 c c ( - 3 c c c c n c ) c c 2 ) c 2 ) c c 1 <eos> c 1 1 <eos> <eos> 1 <eos> <eos> s B 3 ] # c <pad> H s [ r O - = F C ) 3 F O = N 5 <pad> H [ ) 5 B = n S 1 H c 4 F <eos> ) ] 2 = S O ) 5 2 = 2 s F H <pad> O n [ H o F c ( S - [ N o ),15 15 5 13 19 6 23 8 23 23 23 23 5 18 15 5 13 19 18 23 9 23 23 5 7 10 23 23 23 23 25 23 6 23 23 9 6 23 9 6 23 23 8,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
97,CCOC(=O)N(C)NC(=O)CCc1cnc2ccccc2)C1,35,0,36,,<eos>,eos,<bos> C C O C ( = O ) N ( C ) N C ( = O ) C C c 1 c n c 2 c c c c c 2 ) C 1 <eos> C <eos> <eos> <eos> <eos> <eos> <eos> <eos> C C <eos> <eos> <eos> <eos> <eos> <eos> ) s N <unk> - n F ( ] ) l ] - c F # = B 5 N H 5 4 2 - <pad> H n 1 ] 3 B O <eos> O 3 4 <eos> H C O # n 4 # ) <eos> - 2 H o s 5 F o ] 1 3 o 3 s <eos> ] H r l o,15 15 19 15 5 13 19 6 18 5 15 6 18 15 5 13 19 6 15 15 23 8 23 25 23 9 23 23 23 23 23 9 6 15 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
98,Cc1ccnc(SNC(=O)NCc2ccc(F)cc1)n1,31,0,32,,<eos>,eos,<bos> C c 1 c c n c ( S N C ( = O ) N C c 2 c c c ( F ) c c 1 ) n 1 <eos> c 1 1 <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> 1 <eos> 1 <eos> <eos> <eos> <eos> <eos> c F N ) 4 5 B c ( [ c r 3 s ] [ O N ( H F O r 1 o O S H n <unk> 1 = B 4 c H N l S C c l ] o ( 4 ] 3 # 2 4 s l <eos> 5 [ 3 o F s 1 F # ) r <unk> F,15 23 8 23 23 25 23 5 20 18 15 5 13 19 6 18 15 23 9 23 23 23 5 16 6 23 23 8 6 25 8,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
99,CC(=)CNc1ccc(-c2cnc(C(#O)C(=O)c1C)cc1,37,0,38,,<eos>,eos,<bos> C C ( = ) C N c 1 c c c ( - c 2 c n c ( C ( # O ) C ( = O ) c 1 C ) c c 1 <eos> <eos> c 1 <eos> <eos> 1 <eos> 2 <eos> 2 <eos> <eos> 1 <eos> <unk> N n ( s l c B n <eos> - F = ( O l F S <eos> = 3 N l # c H 1 - C 3 # n B 5 F ) [ 3 s H 2 5 ] H o - <pad> l = s ( F = l ( <eos> S n N [ s ) <unk> c <pad> l n,15 15 5 13 6 15 18 23 8 23 23 23 5 7 23 9 23 25 23 5 15 5 4 19 6 15 5 13 19 6 23 8 15 6 23 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
100,CCc1nc(C(=O)N2C(Nnc(Cc3cccc(3)s2H)c1CO,38,0,39,,<eos>,eos,<bos> C C c 1 n c ( C ( = O ) N 2 C ( N n c ( C c 3 c c c c ( 3 ) s 2 H ) c 1 C O <eos> <eos> <eos> <eos> <eos> c ) <eos> <eos> 1 C 1 <eos> <eos> r O S r F B F s 5 s = O C # = ) <unk> [ n ] S N 3 = ) 4 [ N <unk> O 2 # - s ] = [ 4 [ 5 S ) o ( # 4 N 3 B o <eos> s = <eos> 2 c s <eos> n B <eos> o 1 = ) <eos> o,15 15 23 8 25 23 5 15 5 13 19 6 18 9 15 5 18 25 23 5 15 23 10 23 23 23 23 5 10 6 28 9 17 6 23 8 15 19,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
