sample_index,raw_smiles,raw_length,first_bos_position,first_eos_position,first_pad_position,termination_token,termination_reason,raw_tokens,effective_token_ids,last_non_special_token,ending_motif,parenthesis_balance,bracket_balance,unmatched_ring_digits,unmatched_ring_count,max_parenthesis_depth,max_bracket_depth,canonical_smiles,is_valid_rdkit,is_unique_among_valid,valid_occurrences,is_novel_vs_reference,invalid_reason,molecular_weight,logp,tpsa,hbd,hba,rotatable_bonds,qed_score,sa_score,passes_lipinski,clinical_score,scorer_recommendation,is_novel_scorer_flag
526,CN1CCN(C2=C23ccccc3cc3ccc(Cl)cc1C)C11Cc1Cccnc1cc3c2cCF3cc1Fcc2cc1C11cOCCC1CHC1CCC(CO(C)C1CC=OO)O1BO1sB[onB=SC(FsN(H3c1),119,0,,,,max_length,<bos> C N 1 C C N ( C 2 = C 2 3 c c c c c 3 c c 3 c c c ( C l ) c c 1 C ) C 1 1 C c 1 C c c n c 1 c c 3 c 2 c C F 3 c c 1 F c c 2 c c 1 C 1 1 c O C C C 1 C H C 1 C C C ( C O ( C ) C 1 C C = O O ) O 1 B O 1 s B [ o n B = S C ( F s N ( H 3 c 1 ),15 18 8 15 15 18 5 15 9 13 15 9 10 23 23 23 23 23 10 23 23 10 23 23 23 5 15 24 6 23 23 8 15 6 15 8 8 15 23 8 15 23 23 25 23 8 23 23 10 23 9 23 15 16 10 23 23 8 16 23 23 9 23 23 8 15 8 8 23 19 15 15 15 8 15 17 15 8 15 15 15 5 15 19 5 15 6 15 8 15 15 13 19 19 6 19 8 14 19 8 28 14 21 26 25 14 13 20 15 5 16 28 18 5 17 10 23 8 6,),3c1),1,1,,0,2,1,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
527,C#Oc1cc2c(Nc)ncnc3cc(H(=O)CCCOC)CcCccc3cC2cC31cc1n1NC2c2cn3O,60,0,61.0,,<eos>,eos,<bos> C # O c 1 c c 2 c ( N c ) n c n c 3 c c ( H ( = O ) C C C O C ) C c C c c c 3 c C 2 c C 3 1 c c 1 n 1 N C 2 c 2 c n 3 O <eos> O <eos> c <eos> 1 2 C ( = O C O O ) C C 1 C O 3 C = C C 2 O C 1 ( C ( = O ) 1 O ) O 1 C s o # S l H n H S O n ( H ) C 1 n 3,15 4 19 23 8 23 23 9 23 5 18 23 6 25 23 25 23 10 23 23 5 17 5 13 19 6 15 15 15 19 15 6 15 23 15 23 23 23 10 23 15 9 23 15 10 8 23 23 8 25 8 18 15 9 23 9 23 25 10 19,O,cn3O,0,0,,0,2,0,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
528,Clc1cc(Cl)C(CCC#CC)cc1C,23,0,24.0,,<eos>,eos,<bos> C l c 1 c c ( C l ) C ( C C C # C C ) c c 1 C <eos> <eos> O 2 C c 1 C 1 c 1 C 1 C c 1 = O c 2 c 1 <eos> <eos> <eos> c 2 c 1 c C c 2 c 1 <eos> C c 1 C C C 1 C 1 1 <eos> C [ C 1 C ] C ( O C ) ( C O ) C O C 1 <eos> C = O <eos> 1 C 2 - O 1 s F 3 o = O o n H ( O N S l # C ) 3 #,15 24 23 8 23 23 5 15 24 6 15 5 15 15 15 4 15 15 6 23 23 8 15,C,cc1C,0,0,,0,1,0,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
529,CCCNC(=O)c1cnH(CN)c2cc(OC)c(O1)cc12Ccc1,39,0,40.0,,<eos>,eos,<bos> C C C N C ( = O ) c 1 c n H ( C N ) c 2 c c ( O C ) c ( O 1 ) c c 1 2 C c c 1 <eos> O <eos> O C <eos> C 1 O ( C 1 = O C ( = O c C ) [ C 1 H 2 1 C C c O 1 ] ) O C O C 1 C C 3 C C C ( O ) C [ C 1 ( ] O ) C O C O 1 B r c s n F n 3 r F = C F 1 H 2 l - n,15 15 15 18 15 5 13 19 6 23 8 23 25 17 5 15 18 6 23 9 23 23 5 19 15 6 23 5 19 8 6 23 23 8 9 15 23 23 8,1,Ccc1,0,0,,0,1,0,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
530,C[CnHc(C)c(NC(=O)c1cc(=l)c=O)c1cc(cncC1=O)Nc2cccccc1c2c2CcC1CCcc2CC1cc12COCO]1OC3CCO(C)C2(C)CO1C1cO1#rNsF1=SsHlCS5#C3H-,119,0,,,,max_length,<bos> C [ C n H c ( C ) c ( N C ( = O ) c 1 c c ( = l ) c = O ) c 1 c c ( c n c C 1 = O ) N c 2 c c c c c c 1 c 2 c 2 C c C 1 C C c c 2 C C 1 c c 1 2 C O C O ] 1 O C 3 C C O ( C ) C 2 ( C ) C O 1 C 1 c O 1 # r N s F 1 = S s H l C S 5 # C 3 H -,15 21 15 25 17 23 5 15 6 23 5 18 15 5 13 19 6 23 8 23 23 5 13 24 6 23 13 19 6 23 8 23 23 5 23 25 23 15 8 13 19 6 18 23 9 23 23 23 23 23 23 8 23 9 23 9 15 23 15 8 15 15 23 23 9 15 15 8 23 23 8 9 15 19 15 19 22 8 19 15 10 15 15 19 5 15 6 15 9 5 15 6 15 19 8 15 8 23 19 8 4 27 18 28 16 8 13 20 28 17 24 15 20 12 4 15 10 17 7,-,C3H-,0,0,5,1,2,1,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
531,CCCNCc1oc(C(=O)NCCC(=O)C1cc2c1csc1C1CO1COO)cC12Cc1,50,0,51.0,,<eos>,eos,<bos> C C C N C c 1 o c ( C ( = O ) N C C C ( = O ) C 1 c c 2 c 1 c s c 1 C 1 C O 1 C O O ) c C 1 2 C c 1 <eos> C <eos> C c <eos> C 1 [ N c C ] 2 [ N 2 C C C ( O O C ] ( C 1 ) O ) C <eos> C H C <eos> 1 O 2 1 = [ N ] 1 2 F O 1 <eos> o s 4 S - o 3 H B - o B H # = H 4 #,15 15 15 18 15 23 8 26 23 5 15 5 13 19 6 18 15 15 15 5 13 19 6 15 8 23 23 9 23 8 23 28 23 8 15 8 15 19 8 15 19 19 6 23 15 8 9 15 23 8,1,2Cc1,0,0,,0,2,0,,False,False,0,True,long_repetitive_fragment,,,,,,,,,,,,
532,O=C(Nc1(ccc2c(=O)cc1cc1c[nH]HcO)oc1Ocn1ccc1cccCc)2cc2cc2,56,0,57.0,,<eos>,eos,<bos> O = C ( N c 1 ( c c c 2 c ( = O ) c c 1 c c 1 c [ n H ] H c O ) o c 1 O c n 1 c c c 1 c c c C c ) 2 c c 2 c c 2 <eos> c <eos> 1 O 1 c <eos> c <eos> 1 C C O = C ( O ) = C 1 <eos> C = c <eos> c c c c c 1 C 3 = O O 1 C O 4 O 1 n 4 l o # O F [ - F 3 o # o # C O s l,19 13 15 5 18 23 8 5 23 23 23 9 23 5 13 19 6 23 23 8 23 23 8 23 21 25 17 22 17 23 19 6 26 23 8 19 23 25 8 23 23 23 8 23 23 23 15 23 6 9 23 23 9 23 23 9,2,2cc2,0,0,,0,3,1,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
533,Cc1ccc(C(=O)NcCccccc(S(=O)(=O)CCC=CO)C(NcC)C3)cc2c1nSC(c)(C)[CcC1C2C(=O)OCCC]1OO3C=C12O11(C(=O)CO)O1(o)sOr5HCFOC(H)C5N2,119,0,,,,max_length,<bos> C c 1 c c c ( C ( = O ) N c C c c c c c ( S ( = O ) ( = O ) C C C = C O ) C ( N c C ) C 3 ) c c 2 c 1 n S C ( c ) ( C ) [ C c C 1 C 2 C ( = O ) O C C C ] 1 O O 3 C = C 1 2 O 1 1 ( C ( = O ) C O ) O 1 ( o ) s O r 5 H C F O C ( H ) C 5 N 2,15 23 8 23 23 23 5 15 5 13 19 6 18 23 15 23 23 23 23 23 5 20 5 13 19 6 5 13 19 6 15 15 15 13 15 19 6 15 5 18 23 15 6 15 10 6 23 23 9 23 8 25 20 15 5 23 6 5 15 6 21 15 23 15 8 15 9 15 5 13 19 6 19 15 15 15 22 8 19 19 10 15 13 15 8 9 19 8 8 5 15 5 13 19 6 15 19 6 19 8 5 26 6 28 19 27 12 17 15 16 19 15 5 17 6 15 12 18 9,2,C5N2,0,0,,0,3,1,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
534,N[COCH](CCC(=O)N1C(=O)N1CCCC1CO)C1,34,0,35.0,,<eos>,eos,<bos> N [ C O C H ] ( C C C ( = O ) N 1 C ( = O ) N 1 C C C C 1 C O ) C 1 <eos> C <eos> <eos> <eos> <eos> 1 = O C 1 <eos> O c 1 C ( C C s [ C N H ] ) ( c c C [ C 2 S H ] ( O ) C C ( = O ) C ) - C C H C 2 1 <eos> 2 1 2 [ N ] 1 2 = O 1 l # s C O l n ( H [ n ] ( H ) F 1 ) 2,18 21 15 19 15 17 22 5 15 15 15 5 13 19 6 18 8 15 5 13 19 6 18 8 15 15 15 15 8 15 19 6 15 8,1,O)C1,0,0,,0,2,1,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
535,CN1C1C(CCCC)(CCcccccc(c3c3cc(CC(CC)COCC)4CCn2cc3C)1C)(=O)12c[C]c2CO(=O(CO(=C)OCC)CC)(CO)1OCO1O1COCO1#l[sF]n(Cncr-FH)4B2,119,0,,,,max_length,<bos> C N 1 C 1 C ( C C C C ) ( C C c c c c c c ( c 3 c 3 c c ( C C ( C C ) C O C C ) 4 C C n 2 c c 3 C ) 1 C ) ( = O ) 1 2 c [ C ] c 2 C O ( = O ( C O ( = C ) O C C ) C C ) ( C O ) 1 O C O 1 O 1 C O C O 1 # l [ s F ] n ( C n c r - F H ) 4 B 2,15 18 8 15 8 15 5 15 15 15 15 6 5 15 15 23 23 23 23 23 23 5 23 10 23 10 23 23 5 15 15 5 15 15 6 15 19 15 15 6 11 15 15 25 9 23 23 10 15 6 8 15 6 5 13 19 6 8 9 23 21 15 22 23 9 15 19 5 13 19 5 15 19 5 13 15 6 19 15 15 6 15 15 6 5 15 19 6 8 19 15 19 8 19 8 15 19 15 19 8 4 24 21 28 16 22 25 5 15 25 23 27 7 16 17 6 11 14 9,2,)4B2,0,0,3,1,4,1,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
536,C=CN[C1cH](CCCC1C)C1NC(=O)Nc2ccc(cr)c2(=O)CcCc1,47,0,48.0,,<eos>,eos,<bos> C = C N [ C 1 c H ] ( C C C C 1 C ) C 1 N C ( = O ) N c 2 c c c ( c r ) c 2 ( = O ) C c C c 1 <eos> [ C 1 = O c 1 c 3 2 ( C O c ] 2 = O ) C c 1 = O [ O C ] C 1 O O 3 <eos> C C ( C O ) O <eos> 1 2 [ N 1 C ] S O 1 # S - s # O s = F c C N F n 1 S 2 F #,15 13 15 18 21 15 8 23 17 22 5 15 15 15 15 8 15 6 15 8 18 15 5 13 19 6 18 23 9 23 23 23 5 23 27 6 23 9 5 13 19 6 15 23 15 23 8,1,cCc1,0,0,,0,1,1,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
537,CN(C)COC[ccc](-Occcc2ccncN[c4cHc(ncC(cncCc4)cC)C)ccC2O=Occ2(C2nCcCc3=OH]2O)NC1C2=OCc[CcC1CC=CO1CONO1ON5lSOS5sFNHFBFn3ln,119,0,,,,max_length,<bos> C N ( C ) C O C [ c c c ] ( - O c c c c 2 c c n c N [ c 4 c H c ( n c C ( c n c C c 4 ) c C ) C ) c c C 2 O = O c c 2 ( C 2 n C c C c 3 = O H ] 2 O ) N C 1 C 2 = O C c [ C c C 1 C C = C O 1 C O N O 1 O N 5 l S O S 5 s F N H F B F n 3 l n,15 18 5 15 6 15 19 15 21 23 23 23 22 5 7 19 23 23 23 23 9 23 23 25 23 18 21 23 11 23 17 23 5 25 23 15 5 23 25 23 15 23 11 6 23 15 6 15 6 23 23 15 9 19 13 19 23 23 9 5 15 9 25 15 23 15 23 10 13 19 17 22 9 19 6 18 15 8 15 9 13 19 15 23 21 15 23 15 8 15 15 13 15 19 8 15 19 18 19 8 19 18 12 24 20 19 20 12 28 16 18 17 16 14 16 25 10 24 25,n,n3ln,0,1,,0,3,1,,False,False,0,True,unbalanced_brackets,,,,,,,,,,,,
538,N#C[CH]HC1CCCN1C(=O)[CC1H]1NCC1CCNC1,36,0,37.0,,<eos>,eos,<bos> N # C [ C H ] H C 1 C C C N 1 C ( = O ) [ C C 1 H ] 1 N C C 1 C C N C 1 <eos> C 1 = O N ( c 2 ) c ( = O ) O C c C c ( C 1 C O 1 c 1 C C C 1 c C ) [ C C C ] C 1 O C C [ C O ( C O C 1 2 C ) C O ] C 1 <eos> O 1 r s F 2 N 1 F S N 3 c 3 S 5 r n C r =,18 4 15 21 15 17 22 17 15 8 15 15 15 18 8 15 5 13 19 6 21 15 15 8 17 22 8 18 15 15 8 15 15 18 15 8,1,CNC1,0,0,,0,1,1,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
539,Cc1nc-c2c2cc(c)nc1ccnC(C)c1CcCCCl=c1c,37,0,38.0,,<eos>,eos,<bos> C c 1 n c - c 2 c 2 c c ( c ) n c 1 c c n C ( C ) c 1 C c C C C l = c 1 c <eos> 1 ( C O ) c C 1 <eos> C <eos> C 2 C C C 1 C 1 c [ c c 1 1 2 C 1 n C ( = O C O O ) ] C 1 O O 3 ( C ) H C O C 1 C 1 ( [ O ) C ] 4 O 1 # n r 4 # C F 3 S C l N 1 o # C l - #,15 23 8 25 23 7 23 9 23 9 23 23 5 23 6 25 23 8 23 23 25 15 5 15 6 23 8 15 23 15 15 15 24 13 23 8 23,c,=c1c,0,0,,0,1,0,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
540,CCCCNHC(Cc1c1ccc1c11C)NC1C,26,0,27.0,,<eos>,eos,<bos> C C C C N H C ( C c 1 c 1 c c c 1 c 1 1 C ) N C 1 C <eos> C <eos> 1 O 1 <eos> 1 C O C 1 <eos> <eos> <eos> <eos> c 1 H 1 <eos> C <eos> C ( = O C O ) c c ( C O c 1 C 2 1 C c c O C C = O ) O F 1 C C ( = O ) ( O ) C 1 C 1 2 O 2 1 C 2 <eos> O 1 o F [ c 5 n O s c ( S C s l C 5 ( ] ),15 15 15 15 18 17 15 5 15 23 8 23 8 23 23 23 8 23 8 8 15 6 18 15 8 15,C,NC1C,0,0,,0,1,0,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
541,Cc1ncnc[c2ncn2(C3HH](C[COH]CCOCNCO)H(CO)[C)H]1CO[C]cHC(C)c33[C1HH]OC(=OC(C)C[CCO3(=C(CO]2(CO1O)CO)O1lr#FOsH(lOBCl1#s)c),119,0,,,,max_length,<bos> C c 1 n c n c [ c 2 n c n 2 ( C 3 H H ] ( C [ C O H ] C C O C N C O ) H ( C O ) [ C ) H ] 1 C O [ C ] c H C ( C ) c 3 3 [ C 1 H H ] O C ( = O C ( C ) C [ C C O 3 ( = C ( C O ] 2 ( C O 1 O ) C O ) O 1 l r # F O s H ( l O B C l 1 # s ) c ),15 23 8 25 23 25 23 21 23 9 25 23 25 9 5 15 10 17 17 22 5 15 21 15 19 17 22 15 15 19 15 18 15 19 6 17 5 15 19 6 21 15 6 17 22 8 15 19 21 15 22 23 17 15 5 15 6 23 10 10 21 15 8 17 17 22 19 15 5 13 19 15 5 15 6 15 21 15 15 19 10 5 13 15 5 15 19 22 9 5 15 19 8 19 6 15 19 6 19 8 24 27 4 16 19 28 17 5 24 19 14 15 24 8 4 28 6 23 6,),s)c),1,0,2,1,4,1,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
542,CN(C)CCC=CNC(=O)Ncccc2c(-c3c2c(F)cnCc2c3c5)nc2Cc1O[C5H]1C3OC[nH]C2c1=CC(O1)OC1CC[CCC(=O)CC]O1C1C1SO1csFrcO2HsSN3FNH=r1=,119,0,,,,max_length,<bos> C N ( C ) C C C = C N C ( = O ) N c c c c 2 c ( - c 3 c 2 c ( F ) c n C c 2 c 3 c 5 ) n c 2 C c 1 O [ C 5 H ] 1 C 3 O C [ n H ] C 2 c 1 = C C ( O 1 ) O C 1 C C [ C C C ( = O ) C C ] O 1 C 1 C 1 S O 1 c s F r c O 2 H s S N 3 F N H = r 1 =,15 18 5 15 6 15 15 15 13 15 18 15 5 13 19 6 18 23 23 23 23 9 23 5 7 23 10 23 9 23 5 16 6 23 25 15 23 9 23 10 23 12 6 25 23 9 15 23 8 19 21 15 12 17 22 8 15 10 19 15 21 25 17 22 15 9 23 8 13 15 15 5 19 8 6 19 15 8 15 15 21 15 15 15 5 13 19 6 15 15 22 19 8 15 8 15 8 20 19 8 23 28 16 27 23 19 9 17 28 20 18 10 16 18 17 13 27 8 13,=,=r1=,0,0,,0,2,1,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
543,Cc1cnc2c(CC(CcCc(cc(c)c1ccc1C(C)C1=C2CC2)Cc1C)[Cc)1(CCc1H]2c2C1C21C(C))COC1O4O=C(=O)COcC1CC=OH112#O1ol[cScoSHsB4N(]F)2l,119,0,,,,max_length,<bos> C c 1 c n c 2 c ( C C ( C c C c ( c c ( c ) c 1 c c c 1 C ( C ) C 1 = C 2 C C 2 ) C c 1 C ) [ C c ) 1 ( C C c 1 H ] 2 c 2 C 1 C 2 1 C ( C ) ) C O C 1 O 4 O = C ( = O ) C O c C 1 C C = O H 1 1 2 # O 1 o l [ c S c o S H s B 4 N ( ] F ) 2 l,15 23 8 23 25 23 9 23 5 15 15 5 15 23 15 23 5 23 23 5 23 6 23 8 23 23 23 8 15 5 15 6 15 8 13 15 9 15 15 9 6 15 23 8 15 6 21 15 23 6 8 5 15 15 23 8 17 22 9 23 9 15 8 15 9 8 15 5 15 6 6 15 19 15 8 19 11 19 13 15 5 13 19 6 15 19 23 15 8 15 15 13 19 17 8 8 9 4 19 8 26 24 21 23 20 23 26 20 17 28 14 11 18 5 22 16 6 9 24,l,F)2l,0,0,,0,4,1,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
544,NC(=O)c1cccc(-c2cnc3[nH]cc(-c4cc)cc4cc3c2)c1,44,0,45.0,,<eos>,eos,<bos> N C ( = O ) c 1 c c c c ( - c 2 c n c 3 [ n H ] c c ( - c 4 c c ) c c 4 c c 3 c 2 ) c 1 <eos> c 2 s c c 3 c 2 c 1 c c n c 3 c 2 H c 1 C c 1 ( O O C ) O [ = C 1 C 2 = C C ] 1 C c C 1 C 3 = O C 1 C O s O 1 [ s r o n ( F n s # C o 5 o # c 3 ] ),18 15 5 13 19 6 23 8 23 23 23 23 5 7 23 9 23 25 23 10 21 25 17 22 23 23 5 7 23 11 23 23 6 23 23 11 23 23 10 23 9 6 23 8,1,2)c1,0,0,,0,2,1,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
545,CC(C)c1cccc(C(C1))c1OCC1C,25,0,26.0,,<eos>,eos,<bos> C C ( C ) c 1 c c c c ( C ( C 1 ) ) c 1 O C C 1 C <eos> <eos> c <eos> 1 O c C 1 <eos> C <eos> 2 C 1 O ( C 1 C ) 2 c 2 C 1 = O C ( C ) C [ C O c ] C ( O ) C ( O = O ) O 1 O C 1 O O = C 1 c ( C ) c 1 C 3 = O N 1 C 2 C O 1 # c r c - F s ( H ) N r 1 - H O 3 <eos> O,15 15 5 15 6 23 8 23 23 23 23 5 15 5 15 8 6 6 23 8 19 15 15 8 15,C,CC1C,0,0,,0,2,0,,False,False,0,True,long_repetitive_fragment,,,,,,,,,,,,
546,OCC(c1ccc(-c2cncc[n)s1)C1-NCccccccncc2cC1CnH]c,46,0,47.0,,<eos>,eos,<bos> O C C ( c 1 c c c ( - c 2 c n c c [ n ) s 1 ) C 1 - N C c c c c c c n c c 2 c C 1 C n H ] c <eos> c 1 c 3 c 1 c 1 c 3 c 2 c 1 c c 1 ( O c 3 c 1 C ( = O ) = C 1 C C = O C ) ( C ) C 1 [ C ( H H ] 1 2 ) O 1 s S o c H B H c 4 [ F ] S 4 H c n 3 S,19 15 15 5 23 8 23 23 23 5 7 23 9 23 25 23 23 21 25 6 28 8 6 15 8 7 18 15 23 23 23 23 23 23 25 23 23 9 23 15 8 15 25 17 22 23,c,nH]c,0,0,,0,2,1,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
547,CC(C)(C)ccccc(cncc3cncccc(HCHc([Cc3Cc)cccn5Cn])4)C3cCc1O[cc=c2nC1H]3(O)C(O)=C1C2=OCccCcC1C3=OO1CO1O1cF5oS4oNHBCOCoF(r3),119,0,,,,max_length,<bos> C C ( C ) ( C ) c c c c c ( c n c c 3 c n c c c c ( H C H c ( [ C c 3 C c ) c c c n 5 C n ] ) 4 ) C 3 c C c 1 O [ c c = c 2 n C 1 H ] 3 ( O ) C ( O ) = C 1 C 2 = O C c c C c C 1 C 3 = O O 1 C O 1 O 1 c F 5 o S 4 o N H B C O C o F ( r 3 ),15 15 5 15 6 5 15 6 23 23 23 23 23 5 23 25 23 23 10 23 25 23 23 23 23 5 17 15 17 23 5 21 15 23 10 15 23 6 23 23 23 25 12 15 25 22 6 11 6 15 10 23 15 23 8 19 21 23 23 13 23 9 25 15 8 17 22 10 5 19 6 15 5 19 6 13 15 8 15 9 13 19 15 23 23 15 23 15 8 15 10 13 19 19 8 15 19 8 19 8 23 16 12 26 20 11 26 18 17 14 15 19 15 26 16 5 27 10 6,),(r3),0,0,1,1,3,1,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
548,CCOC(=O)C(C)(C)Nc1ccc(Cl)cc1,28,0,29.0,,<eos>,eos,<bos> C C O C ( = O ) C ( C ) ( C ) N c 1 c c c ( C l ) c c 1 <eos> C 1 C 2 C c C C C 1 N O C C C C 1 C ( F O 1 C ) C ( C c ) O C c C 1 C 2 C C C = O ( O ) C C ( C 1 ) O C C C <eos> H C O <eos> <eos> <eos> 1 ( [ N ) C ] 4 O 1 # c s o = F s N H N F C 5 ( H 4 5 H ),15 15 19 15 5 13 19 6 15 5 15 6 5 15 6 18 23 8 23 23 23 5 15 24 6 23 23 8,1,)cc1,0,0,,0,1,0,CCOC(=O)C(C)(C)Nc1ccc(Cl)cc1,True,True,1,True,,241.72,3.094,38.33,1.0,3.0,4.0,0.8237,2.0226,True,0.8328,Strong candidate,True
549,C=C(H)[CCH]HOCC(=[CN1C(=O)CC=O][cH]cOcCc[C-cc(=C)cC)]=cCc(=O)OC(=OCOH)1(=O)C,76,0,77.0,,<eos>,eos,<bos> C = C ( H ) [ C C H ] H O C C ( = [ C N 1 C ( = O ) C C = O ] [ c H ] c O c C c [ C - c c ( = C ) c C ) ] = c C c ( = O ) O C ( = O C O H ) 1 ( = O ) C <eos> 4 O O 3 C = C ( C ) C 1 [ C O = H ] C O # O 1 # F o N n l N o r B H B s c n l 3 4 <eos>,15 13 15 5 17 6 21 15 15 17 22 17 19 15 15 5 13 21 15 18 8 15 5 13 19 6 15 15 13 19 22 21 23 17 22 23 19 23 15 23 21 15 7 23 23 5 13 15 6 23 15 6 22 13 23 15 23 5 13 19 6 19 15 5 13 19 15 19 17 6 8 5 13 19 6 15,C,=O)C,0,0,,0,2,1,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
550,CC(=O)NCCCC(C(CC(C)CC(Cl)C)[C1CC(]1C[CHH])CCC(OC=C=OC[C)C4]C(O)[CCH]3CC[CCC]2(COC(CO)OO)1C1O[N)C]sO1Ol2s#o1(Fo-nFo)[C]4,119,0,,,,max_length,<bos> C C ( = O ) N C C C C ( C ( C C ( C ) C C ( C l ) C ) [ C 1 C C ( ] 1 C [ C H H ] ) C C C ( O C = C = O C [ C ) C 4 ] C ( O ) [ C C H ] 3 C C [ C C C ] 2 ( C O C ( C O ) O O ) 1 C 1 O [ N ) C ] s O 1 O l 2 s # o 1 ( F o - n F o ) [ C ] 4,15 15 5 13 19 6 18 15 15 15 15 5 15 5 15 15 5 15 6 15 15 5 15 24 6 15 6 21 15 8 15 15 5 22 8 15 21 15 17 17 22 6 15 15 15 5 19 15 13 15 13 19 15 21 15 6 15 11 22 15 5 19 6 21 15 15 17 22 10 15 15 21 15 15 15 22 9 5 15 19 15 5 15 19 6 19 19 6 8 15 8 19 21 18 6 15 22 28 19 8 19 24 9 28 4 26 8 5 16 26 7 25 16 26 6 21 15 22 11,4,[C]4,0,0,3,1,3,1,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
551,CNC(=O)c1ccccc1CcCOCCCCC,24,0,25.0,,<eos>,eos,<bos> C N C ( = O ) c 1 c c c c c 1 C c C O C C C C C <eos> C <eos> C O C <eos> <eos> c 1 = C 1 <eos> <eos> <eos> O <eos> O C <eos> <eos> C C <eos> O <eos> O <eos> C <eos> <eos> c 1 - O c c 1 <eos> 2 1 c 1 c O C C C O C 1 C 1 C C H C C C ( C ) C 1 C 1 O [ N 1 C ] # O 1 r n N - l F O ( [ l = C 5 r C ) C 5 ],15 18 15 5 13 19 6 23 8 23 23 23 23 23 8 15 23 15 19 15 15 15 15 15,C,CCCC,0,0,,0,1,0,,False,False,0,True,long_repetitive_fragment,,,,,,,,,,,,
552,CC(C)NCC(O)COcccccc2cccccc2,27,0,28.0,,<eos>,eos,<bos> C C ( C ) N C C ( O ) C O c c c c c c 2 c c c c c c 2 <eos> n 1 1 <eos> <eos> <eos> 1 2 C 1 1 C 1 N c 1 C 1 C c 1 C ( c O C ) c C N C c C C 1 C C C C 1 c c C ( C 1 C O C ) [ C C C C ] ( C ) C 1 C C = O 2 1 C <eos> <eos> O 1 N F 2 s S O H ( C ( N B C ) H ) n 1 N,15 15 5 15 6 18 15 15 5 19 6 15 19 23 23 23 23 23 23 9 23 23 23 23 23 23 9,2,ccc2,0,0,,0,1,0,,False,False,0,True,long_repetitive_fragment,,,,,,,,,,,,
553,O=C(O)c1ccccc(Cc)ccn12cc(c)2(C=OCc1)C(OO3)cc2cC1cCcOCcCcC1cCc21C2Cc1(OO2)O1NC1CC=O=C(C)C1CC=OO1COCO1rc2NlOB[HnC]rcHO3OH,119,0,,,,max_length,<bos> O = C ( O ) c 1 c c c c c ( C c ) c c n 1 2 c c ( c ) 2 ( C = O C c 1 ) C ( O O 3 ) c c 2 c C 1 c C c O C c C c C 1 c C c 2 1 C 2 C c 1 ( O O 2 ) O 1 N C 1 C C = O = C ( C ) C 1 C C = O O 1 C O C O 1 r c 2 N l O B [ H n C ] r c H O 3 O H,19 13 15 5 19 6 23 8 23 23 23 23 23 5 15 23 6 23 23 25 8 9 23 23 5 23 6 9 5 15 13 19 15 23 8 6 15 5 19 19 10 6 23 23 9 23 15 8 23 15 23 19 15 23 15 23 15 8 23 15 23 9 8 15 9 15 23 8 5 19 19 9 6 19 8 18 15 8 15 15 13 19 13 15 5 15 6 15 8 15 15 13 19 19 8 15 19 15 19 8 27 23 9 18 24 19 14 21 17 25 15 22 27 23 17 19 10 19 17,H,O3OH,0,0,2,1,1,1,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
554,N[CcH](C(=O)N1CCCC1)[CCHH]1CC[CCCH](NS(=O)(=O)c2ccc(c2NC)=F)=CCcC2C12,69,0,70.0,,<eos>,eos,<bos> N [ C c H ] ( C ( = O ) N 1 C C C C 1 ) [ C C H H ] 1 C C [ C C C H ] ( N S ( = O ) ( = O ) c 2 c c c ( c 2 N C ) = F ) = C C c C 2 C 1 2 <eos> 2 C C 1 C C c 2 O C 3 ( C ) ( C O C ( = C ) C O ) C 1 c O 1 - [ o B = B 3 ( - S c r # H ] H ) 1 #,18 21 15 23 17 22 5 15 5 13 19 6 18 8 15 15 15 15 8 6 21 15 15 17 17 22 8 15 15 21 15 15 15 17 22 5 18 20 5 13 19 6 5 13 19 6 23 9 23 23 23 5 23 9 18 15 6 13 16 6 13 15 15 23 15 9 15 8 9,2,2C12,0,0,,0,2,1,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
