sample_index,raw_smiles,raw_length,first_bos_position,first_eos_position,first_pad_position,termination_token,termination_reason,raw_tokens,effective_token_ids,canonical_smiles,is_valid_rdkit,is_unique_among_valid,valid_occurrences,is_novel_vs_reference,invalid_reason
71,CNC(CNC(=O)c1c(C(c2ccc(l)c1ccccC)cCc1,37,0,38,,<eos>,eos,<bos> C N C ( C N C ( = O ) c 1 c ( C ( c 2 c c c ( l ) c 1 c c c c C ) c C c 1 <eos> 1 <eos> O <eos> N <eos> O <eos> <eos> c 3 c c C c c c 3 c ) c ) C 1 <eos> <unk> C l c 1 <eos> <eos> 1 1 <unk> <eos> ) ( F ) [ C <unk> <unk> H ] ( O ) C [ C <unk> <unk> ] 2 1 C <eos> <eos> O 1 <eos> r c 4 l ) H ] 4 O F 3 1 <pad> <unk> C n = c,15 18 15 5 15 18 15 5 13 19 6 23 8 23 5 15 5 23 9 23 23 23 5 24 6 23 8 23 23 23 23 15 6 23 15 23 8,,False,False,0,False,unbalanced_parentheses
72,CCCC(C(=O)c1cc((C)C1OC),23,0,24,,<eos>,eos,<bos> C C C C ( C ( = O ) c 1 c c ( ( C ) C 1 O C ) <eos> <eos> 1 <eos> <eos> C 1 = O <eos> C 1 <eos> C C <eos> <eos> O 2 <eos> 1 ( C O ( C ) C <eos> ) C ( C ) C <unk> C <unk> ) C C C ) C 1 <eos> O ) C ) C <unk> <unk> C O C ] ) C <eos> ) ] C <unk> <eos> 1 <eos> 1 <unk> C <eos> ) C 1 <eos> O 1 <eos> n 3 4 2 <eos> H ] O <unk> o c F 4 ] r # 2 4,15 15 15 15 5 15 5 13 19 6 23 8 23 23 5 5 15 6 15 8 19 15 6,,False,False,0,False,unbalanced_parentheses
73,CCNC(C(=O)CCCCC=CCNC1CCCCC1,27,0,28,,<eos>,eos,<bos> C C N C ( C ( = O ) C C C C C = C C N C 1 C C C C C 1 <eos> C 1 <eos> 1 <eos> c 1 <eos> <eos> C <eos> <eos> <eos> O <unk> 1 ( C O ( C ) C <eos> C <eos> = C ) <eos> C 1 O ) ) C ] C ) C <eos> ( 1 O ) <eos> <eos> C ] 1 C O C <unk> C ] ( C ) C C 2 C <unk> 2 N <unk> C ] <eos> O 1 <eos> l o s = <eos> ) n O 3 o 3 s = H B 4 l ),15 15 18 15 5 15 5 13 19 6 15 15 15 15 15 13 15 15 18 15 8 15 15 15 15 15 8,,False,False,0,False,unbalanced_parentheses
74,CC(=O)C1COCC(c1cc(OCc3cccc(NCCC(C))(O))=C)c1CCC]),49,0,50,,<eos>,eos,<bos> C C ( = O ) C 1 C O C C ( c 1 c c ( O C c 3 c c c c ( N C C C ( C ) ) ( O ) ) = C ) c 1 C C C ] ) <eos> C <eos> C c ) c 2 ) C <eos> ] <eos> ) <eos> <unk> <eos> ] <eos> c <eos> ( C ) C 1 <unk> C 2 C 2 H 1 C <eos> ( O C c 1 C 1 <unk> <eos> <eos> <unk> C O <eos> O 1 <eos> l 1 s 5 s <pad> 3 S F n ] 1 2 <unk> H C l F,15 15 5 13 19 6 15 8 15 19 15 15 5 23 8 23 23 5 19 15 23 10 23 23 23 23 5 18 15 15 15 5 15 6 6 5 19 6 6 13 15 6 23 8 15 15 15 22 6,,False,False,0,False,unbalanced_parentheses
75,CCOC(=O)C(=C=C)C(C))c2cc(C)cc1C,31,0,32,,<eos>,eos,<bos> C C O C ( = O ) C ( = C = C ) C ( C ) ) c 2 c c ( C ) c c 1 C <eos> <eos> C 1 <eos> C 1 <eos> <eos> C <eos> <eos> C <eos> 1 ) ( F ) ) <eos> ) C ] 1 O <eos> ( C ] C ) C H 1 C ( = O ) O ) <eos> C ( ) O ) C <unk> - <eos> ) [ 2 <unk> H C 2 1 <unk> [ N <unk> C ] <eos> O 1 <eos> F <eos> H ] O o # 1 3 <eos> N s 3 H n o l #,15 15 19 15 5 13 19 6 15 5 13 15 13 15 6 15 5 15 6 6 23 9 23 23 5 15 6 23 23 8 15,,False,False,0,False,unbalanced_parentheses
76,Cc1cc(C(C(=O=N2C(CO)Nc3cccc(2)c=2)c(1,37,0,39,,<eos>,eos,<bos> C c 1 c c ( C ( C ( = O = N 2 <unk> C ( C O ) N c 3 c c c c ( 2 ) c = 2 ) c ( 1 <eos> C 1 <eos> ( <eos> O ) [ 3 C ) c 2 1 ) c = O ) C 3 ) 1 <eos> <eos> H ] 1 <eos> C ) <eos> C ) <eos> C ( C O ) C <unk> 1 <eos> C ( C ) C 1 C 1 <unk> [ <eos> ] <unk> ] <eos> O 1 <eos> B [ r 5 <eos> l c 1 ( <pad> 5 <unk> ) c <unk> <eos> <unk> 4,15 23 8 23 23 5 15 5 15 5 13 19 13 18 9 3 15 5 15 19 6 18 23 10 23 23 23 23 5 9 6 23 13 9 6 23 5 8,,False,False,0,False,unbalanced_parentheses
77,O=C(NCccccc(F)NcCC1Cc1ccccc1ClC)C1,34,0,35,,<eos>,eos,<bos> O = C ( N C c c c c c ( F ) N c C C 1 C c 1 c c c c c 1 C l C ) C 1 <eos> <eos> <eos> C 1 <eos> O <eos> O <eos> C N C <unk> ) <eos> c 1 c c C ) c ) C 1 <eos> C ) C 2 <eos> 2 1 C O ( C ) O C O C ( C O ) <unk> ] C ( O ) <eos> 1 <eos> 1 <unk> O <eos> ] 1 2 <eos> O 1 <eos> <pad> 2 F ] ) 1 S H B F O 5 r 3 <pad> C l o,19 13 15 5 18 15 23 23 23 23 23 5 16 6 18 23 15 15 8 15 23 8 23 23 23 23 23 8 15 24 15 6 15 8,,False,False,0,False,rdkit_parse_failure
78,Cc1ccc(CNC(=O)Occncc((C(=O)(C3C2)cc1)cc1)Oc1c,45,0,46,,<eos>,eos,<bos> C c 1 c c c ( C N C ( = O ) O c c n c c ( ( C ( = O ) ( C 3 C 2 ) c c 1 ) c c 1 ) O c 1 c <eos> <eos> c N ) c <eos> 1 ) c c 1 <eos> 1 ] C 1 C C [ C <unk> ( c ] 1 <eos> ) C <unk> O ) O C O [ C <unk> C ( 2 C <eos> C <eos> 1 <unk> 2 N <unk> 1 ] <eos> O 1 <eos> r ] C S 5 B 5 ) 4 r N s n # B n 2 <unk>,15 23 8 23 23 23 5 15 18 15 5 13 19 6 19 23 23 25 23 23 5 5 15 5 13 19 6 5 15 10 15 9 6 23 23 8 6 23 23 8 6 19 23 8 23,,False,False,0,False,unbalanced_parentheses
79,NC(=O)C1C)CCNOC(=O)c1cccCC1)C1C#1,33,0,34,,<eos>,eos,<bos> N C ( = O ) C 1 C ) C C N O C ( = O ) c 1 c c c C C 1 ) C 1 C # 1 <eos> C 1 <eos> C <eos> 1 O C <unk> 1 <eos> C ( C <eos> O C C C C O C C c ) c ] C ) C C 1 <eos> <unk> H ] ( O ) C C ( = O C O ) - ] C ( C ) H ] 2 1 <unk> [ N <unk> <unk> ] <eos> O 1 <eos> = ] H # F c [ C F <eos> r s ) = <pad> 4 2 <pad>,18 15 5 13 19 6 15 8 15 6 15 15 18 19 15 5 13 19 6 23 8 23 23 23 15 15 8 6 15 8 15 4 8,,False,False,0,False,unbalanced_parentheses
80,O=C(Nc2ccccc)C(=O)N1CCCO))c1ccccc1Occ2O,39,0,40,,<eos>,eos,<bos> O = C ( N c 2 c c c c c ) C ( = O ) N 1 C C C O ) ) c 1 c c c c c 1 O c c 2 O <eos> = O <eos> c c 1 2 <eos> ) 1 <eos> 2 c <eos> 2 ) 3 c <eos> 1 <eos> ) <eos> 2 <eos> ) c C <eos> O C C <unk> O ) ] C 1 C O ) <unk> ] C ( O ) C 1 <eos> C <unk> O 2 1 1 2 <eos> O 1 <eos> o s C l n H S [ <eos> c C B 4 r <pad> # H -,19 13 15 5 18 23 9 23 23 23 23 23 6 15 5 13 19 6 18 8 15 15 15 19 6 6 23 8 23 23 23 23 23 8 19 23 23 9 19,,False,False,0,False,unbalanced_parentheses
81,CC(C)CC(C)CCO)CC1CCC1c2ccc(N)cc1,32,0,33,,<eos>,eos,<bos> C C ( C ) C C ( C ) C C O ) C C 1 C C C 1 c 2 c c c ( N ) c c 1 <eos> <eos> c <eos> <eos> <eos> N <eos> <eos> <eos> ] N C C C <unk> <eos> <unk> H ] C C ) C ) N C C O C C <unk> C ] C <unk> C ] ( O ) C C ( C ) [ C <unk> <unk> ] ] ( C ) C 1 C 1 <unk> O <eos> <unk> C 2 <eos> O 1 <eos> <pad> r C S 1 S 5 s F O r <unk> H = F B S 5,15 15 5 15 6 15 15 5 15 6 15 15 19 6 15 15 8 15 15 15 8 23 9 23 23 23 5 18 6 23 23 8,,False,False,0,False,unbalanced_parentheses
82,c1c1cc[c(]c(CO3nccncC-cccccnc4C)CcO),36,0,37,,<eos>,eos,<bos> c 1 c 1 c c [ c ( ] c ( C O 3 n c c n c C - c c c c c n c 4 C ) C c O ) <eos> c ( C <eos> ) C c <eos> c 2 3 ) n C ) c C c C H C O <eos> c 1 <eos> <eos> [ C <unk> <eos> ] 2 C C O C ) O ] ( C [ ) <unk> ] ) ( C ) C 1 <eos> C <unk> [ C <unk> 1 2 <eos> O 1 <eos> 3 l <pad> <unk> B = n C 4 = r <eos> l o r <unk> [ 4,23 8 23 8 23 23 21 23 5 22 23 5 15 19 10 25 23 23 25 23 15 7 23 23 23 23 23 25 23 11 15 6 15 23 19 6,,False,False,0,False,ring_closure_mismatch
83,CCCCC[nCCc(N)C(=O)c2ccc(C)c(1)C1,32,0,34,,<eos>,eos,<bos> C C C C C [ n <unk> C C c ( N ) C ( = O ) c 2 c c c ( C ) c ( 1 ) C 1 <eos> C <eos> C 1 <eos> C <eos> C <eos> c <unk> C c C <eos> C ) C <unk> C O C <unk> c ) C O ) ) C [ 1 C <unk> H O ( O ) C <unk> ( = O ) [ O - ] ) [ C <unk> H ] 2 1 <unk> [ N <unk> <unk> ] <eos> O 1 <eos> # 2 = 1 F o <pad> C <eos> O <eos> 4 O H s r <unk> r,15 15 15 15 15 21 25 3 15 15 23 5 18 6 15 5 13 19 6 23 9 23 23 23 5 15 6 23 5 8 6 15 8,,False,False,0,False,unbalanced_brackets
84,CC(C(=O)c1cnccc1C)1=C1O,23,0,24,,<eos>,eos,<bos> C C ( C ( = O ) c 1 c n c c c 1 C ) 1 = C 1 O <eos> c 1 c c c c 1 <eos> c 1 1 <eos> C <eos> <eos> <eos> <eos> <eos> ) C C C ] ( C C C <eos> ) c c 1 <eos> C <unk> C <unk> C ) C <eos> 1 c C <eos> O ) O <unk> O <eos> = C 1 C C ) O <eos> ) ( O ) C 1 <eos> <unk> <unk> ] 2 ) C <eos> <eos> O 1 <eos> n o s <eos> 5 F ] H c O 3 B o <eos> C - l 3,15 15 5 15 5 13 19 6 23 8 23 25 23 23 23 8 15 6 8 13 15 8 19,,False,False,0,False,long_repetitive_fragment
85,O=C1Cc1N)C(ccccc(Cl)c1F,23,0,25,,<eos>,eos,<bos> O = C 1 C c 1 N ) C ( c <unk> c c c c ( C l ) c 1 F <eos> c 1 c <eos> C <eos> <eos> C C 1 <eos> <eos> C <eos> = O <eos> N C <eos> c ( c ) c c 1 c c 1 ) c c C 1 <eos> 1 <eos> 1 <eos> C C 1 c O C C <unk> O C O C ( C C <unk> <unk> H ] ( O ) C [ C 1 <unk> ] H 1 C <eos> <eos> O 1 <eos> o N o = N o N <eos> # <pad> = ( ) r 5 r <unk> l,19 13 15 8 15 23 8 18 6 15 5 23 3 23 23 23 23 5 15 24 6 23 8 16,,False,False,0,False,ring_closure_mismatch
86,O=C1Cc1cnc(-c2ccc(B)cc1)c1Cc(1cccc1l,36,0,37,,<eos>,eos,<bos> O = C 1 C c 1 c n c ( - c 2 c c c ( B ) c c 1 ) c 1 C c ( 1 c c c c 1 l <eos> c 1 c F c <eos> c c c ) c 1 c c 1 c c 1 c <eos> c c ) <eos> 2 c <eos> <eos> <eos> 1 C <eos> O C ) C O ) O C 3 C C C <unk> <eos> ] ( O ) C 1 C 1 <unk> ] <eos> 1 C <eos> <eos> O 1 <eos> c 2 4 # s = 3 <eos> ( - ] # ] o r n B c,19 13 15 8 15 23 8 23 25 23 5 7 23 9 23 23 23 5 14 6 23 23 8 6 23 8 15 23 5 8 23 23 23 23 8 24,,False,False,0,False,unbalanced_parentheses
87,CNCCNc1nc(-c2ccc(c3)cc1C3)c21,29,0,30,,<eos>,eos,<bos> C N C C N c 1 n c ( - c 2 c c c ( c 3 ) c c 1 C 3 ) c 2 1 <eos> n c n 1 <eos> C <eos> <eos> <eos> C O <eos> n <unk> O 1 c ) C c 1 ) ) c C ) ) c c ) c 1 <eos> 1 ( <eos> O ) ( <eos> ) C ) O N = C 1 C 2 = C <eos> ) ( O ) C 1 <eos> C <unk> ] <eos> ) C <eos> <eos> O 1 <eos> F - F = N O ( H = <pad> B <eos> <pad> <eos> H O 1 #,15 18 15 15 18 23 8 25 23 5 7 23 9 23 23 23 5 23 10 6 23 23 8 15 10 6 23 9 8,,False,False,0,False,ring_closure_mismatch
88,CC(Cc1cccc(CCN)c1)C(=O)c1ccccB1)c1O)c=OOOFCc)2)cCC,50,0,52,,<eos>,eos,<bos> C C ( C c 1 c c c c ( C C N ) c 1 ) C ( = O ) c 1 c c c c B 1 ) c 1 O ) c = O O <unk> O F C c ) 2 ) c C C <eos> ) c ( n ) C [ C ] <unk> ] <eos> O 1 2 <eos> C O ) C ) O ) <unk> C 1 C C = O <eos> N ( C ) C 1 <eos> C <unk> ] N ] <unk> 2 <eos> O 1 <eos> 3 o C 5 O ] r 4 <eos> N ] C ) 3 ) C 3 4,15 15 5 15 23 8 23 23 23 23 5 15 15 18 6 23 8 6 15 5 13 19 6 23 8 23 23 23 23 14 8 6 23 8 19 6 23 13 19 19 3 19 16 15 23 6 9 6 23 15 15,,False,False,0,False,unbalanced_parentheses
89,Cn1cccc(=O)C(CCC(O)C2ccc(CN)c2c#c)c11)cc1,41,0,42,,<eos>,eos,<bos> C n 1 c c c c ( = O ) C ( C C C ( O ) C 2 c c c ( C N ) c 2 c # c ) c 1 1 ) c c 1 <eos> c 1 <eos> <eos> 1 <eos> <eos> <eos> c <eos> ) ) c <eos> 1 <eos> 2 ) 2 c 1 <unk> C 1 <eos> <unk> H ] ( C ) <eos> C ( = ) [ C <unk> - ] 1 ( C ) C 1 <eos> 1 <unk> [ N <unk> 1 ] <eos> O 1 <eos> 5 <eos> 5 # = F H ] 5 C ] = # <eos> ( 4 n O,15 25 8 23 23 23 23 5 13 19 6 15 5 15 15 15 5 19 6 15 9 23 23 23 5 15 18 6 23 9 23 4 23 6 23 8 8 6 23 23 8,,False,False,0,False,unbalanced_parentheses
90,Cc1coc(N)c(CC(=O)CC(C1C(=O)c1ccccc1F,36,0,37,,<eos>,eos,<bos> C c 1 c o c ( N ) c ( C C ( = O ) C C ( C 1 C ( = O ) c 1 c c c c c 1 F <eos> 2 1 <eos> O ( [ C ( c ) c c ) 1 c O <eos> c ) c c ( C O ) c 2 <eos> 1 <eos> 1 <eos> ( C C ) O <eos> ] 2 1 C <eos> <unk> C <eos> ] ( C ) C C <eos> C <unk> 2 C ) C 2 <eos> O 1 <eos> 5 B = <unk> <eos> o ) <eos> 5 - 3 ( 5 H <pad> 5 c 4,15 23 8 23 26 23 5 18 6 23 5 15 15 5 13 19 6 15 15 5 15 8 15 5 13 19 6 23 8 23 23 23 23 23 8 16,,False,False,0,False,unbalanced_parentheses
91,CC1c1cc(Cl)Nc1cc3ccc(=O)c=O,27,0,28,,<eos>,eos,<bos> C C 1 c 1 c c ( C l ) N c 1 c c 3 c c c ( = O ) c = O <eos> c 1 <eos> C ) c 1 <eos> <eos> C ) O C <eos> ] 1 C <eos> ( C ) C C <eos> ) C c 1 <eos> <unk> 2 ] c 2 ) C C C <unk> <unk> H ] ( O ) C <unk> ( = O ) C O - ] ) [ C ) C 1 <eos> 1 <unk> [ N <unk> <unk> ] <eos> O 1 <eos> r H # l = ) B s <eos> 2 r s 2 ] 2 n l -,15 15 8 23 8 23 23 5 15 24 6 18 23 8 23 23 10 23 23 23 5 13 19 6 23 13 19,,False,False,0,False,ring_closure_mismatch
92,CC(C)(C)NC(=O)Nc1ccc(1CCC(=O)c1,31,0,32,,<eos>,eos,<bos> C C ( C ) ( C ) N C ( = O ) N c 1 c c c ( 1 C C C ( = O ) c 1 <eos> c 1 <eos> c 1 <eos> <eos> <eos> <eos> H ] C C C <eos> C F ) c C ) C ) C ) <eos> 2 C O C C C ] C 2 ) c O 1 <eos> ) C C O ) O C O [ C ] ] ( C ) C 1 <eos> 1 <unk> 2 <eos> <unk> 1 2 <eos> O 1 <eos> l O 5 o <eos> H [ c <eos> <pad> ( # 5 ] B C ] r,15 15 5 15 6 5 15 6 18 15 5 13 19 6 18 23 8 23 23 23 5 8 15 15 15 5 13 19 6 23 8,,False,False,0,False,unbalanced_parentheses
93,Cc1nc2cccnc3c(-c3cncc(1,23,0,24,,<eos>,eos,<bos> C c 1 n c 2 c c c n c 3 c ( - c 3 c n c c ( 1 <eos> c 1 <eos> c 1 C 2 ) n 1 <eos> <eos> <eos> 1 <eos> <eos> <eos> O ) C ] ) <eos> C 1 C C 1 ) C c <eos> <unk> c 2 ) ( 1 <eos> C 1 C <unk> <eos> H <eos> ( C ) <unk> C ( O O ) C ) - ] ) [ C <eos> H ] 2 1 <unk> [ N <unk> <unk> ] <eos> O 1 <eos> 2 ( = 5 ] n ) 5 <eos> l 1 = s r F C c 4,15 23 8 25 23 9 23 23 23 25 23 10 23 5 7 23 10 23 25 23 23 5 8,,False,False,0,False,unbalanced_parentheses
94,Cc1nc(-c2cccsc2nc1S(=O)(=O)cc1c1C)c1C,37,0,38,,<eos>,eos,<bos> C c 1 n c ( - c 2 c c c s c 2 n c 1 S ( = O ) ( = O ) c c 1 c 1 C ) c 1 C <eos> C <eos> C ( ) c c 1 <eos> <eos> <eos> C 2 c ) C c <eos> 1 <eos> 1 ) c 2 ) 2 <eos> 1 <eos> c O <eos> ) C O <unk> <unk> ] 2 ] ( C ) O <eos> ) ( C O C 1 <eos> 1 <unk> 1 <eos> <unk> <unk> ] <eos> O 1 <eos> N [ ( # l <unk> n ) c N C = - S N C B ),15 23 8 25 23 5 7 23 9 23 23 23 28 23 9 25 23 8 20 5 13 19 6 5 13 19 6 23 23 8 23 8 15 6 23 8 15,,False,False,0,False,ring_closure_mismatch
95,CCCNC)CC(NC(=O)c2ccc(c2c1)C(=))C1O,34,0,35,,<eos>,eos,<bos> C C C N C ) C C ( N C ( = O ) c 2 c c c ( c 2 c 1 ) C ( = ) ) C 1 O <eos> C C 1 <eos> C ( <eos> F C C 2 <eos> c <unk> H c ( 1 C [ C <unk> <unk> H ] [ C <eos> C [ C <unk> ( H O ( C ) <eos> C ( = O ) C O - ] ) H 2 <eos> H <eos> 2 1 <unk> [ N <unk> <unk> ] <eos> O 1 <eos> l n <unk> l c N c 3 F c ] H F <pad> r o <unk> -,15 15 15 18 15 6 15 15 5 18 15 5 13 19 6 23 9 23 23 23 5 23 9 23 8 6 15 5 13 6 6 15 8 19,,False,False,0,False,unbalanced_parentheses
96,CC(=O)c1cccc(OC(=O)c2cc(-c3cccc3)c=c)[(3]c2,43,0,44,,<eos>,eos,<bos> C C ( = O ) c 1 c c c c ( O C ( = O ) c 2 c c ( - c 3 c c c c 3 ) c = c ) [ ( 3 ] c 2 <eos> c ] 1 C <eos> 1 c ) c H c 1 <eos> c O ) c 2 <eos> ] C <eos> c C <unk> C C [ C O <unk> ] 2 ) [ <eos> 3 <unk> ] 1 ( C ) C 1 C C <unk> ] <eos> ) C <eos> <eos> O 1 <eos> 1 ( H O ) n [ H o F B ( 4 N [ N o O,15 15 5 13 19 6 23 8 23 23 23 23 5 19 15 5 13 19 6 23 9 23 23 5 7 23 10 23 23 23 23 10 6 23 13 23 6 21 5 10 22 23 9,,False,False,0,False,unbalanced_parentheses
97,CCOC(=O)C(CCNC(=O)N1c1c1c2ccccB,31,0,32,,<eos>,eos,<bos> C C O C ( = O ) C ( C C N C ( = O ) N 1 c 1 c 1 c 2 c c c c B <eos> ) C 1 <eos> C <eos> <eos> <eos> <eos> O ) <eos> C C ) c <eos> C ) 2 ) c 2 1 C ) O ) O C <eos> <unk> <eos> ) C C <unk> O C ] O O <eos> ( C 1 C C <unk> <unk> ] ) ( C ) C 1 <eos> C <unk> ] H ] C <eos> <eos> O 1 <eos> = o s 5 F o ] 1 3 o C <eos> s ] C r l o,15 15 19 15 5 13 19 6 15 5 15 15 18 15 5 13 19 6 18 8 23 8 23 8 23 9 23 23 23 23 14,,False,False,0,False,unbalanced_parentheses
98,Cc1cccc(NOC(=O)N2ccccc(N)cc2)s1,31,0,32,,<eos>,eos,<bos> C c 1 c c c c ( N O C ( = O ) N 2 c c c c c ( N ) c c 2 ) s 1 <eos> c c 1 <eos> <eos> C <eos> <eos> 1 <eos> ) C O <eos> <eos> c ) c c 1 c C c 1 c 2 c ) C 1 <eos> <unk> C C 1 <eos> ) <eos> ( O O <eos> C ( O ) [ C <unk> <unk> ] 1 2 C O ) ] <eos> 1 <unk> [ <eos> <unk> <unk> ] <eos> O 1 <eos> 2 4 s l <eos> <unk> 1 3 <eos> F = s F # B r l (,15 23 8 23 23 23 23 5 18 19 15 5 13 19 6 18 9 23 23 23 23 23 5 18 6 23 23 9 6 28 8,,False,False,0,False,long_repetitive_fragment
99,CC(C)NOc1ccc(-c2ccc(CO)N)c(=O)c1C,33,0,34,,<eos>,eos,<bos> C C ( C ) N O c 1 c c c ( - c 2 c c c ( C O ) N ) c ( = O ) c 1 C <eos> c c 1 <eos> c <eos> 1 <eos> ] c 1 c C ) c c C ) 1 <eos> ) C c 1 c <eos> c 2 ) C ] 1 c 1 <eos> O 1 <eos> O <eos> ) ) C 1 C C ) O C C ( O C ) 1 C 1 = O <eos> ) C <eos> <eos> O 1 <eos> s ( F = l H <eos> s <eos> N [ H ) = c <pad> l n,15 15 5 15 6 18 19 23 8 23 23 23 5 7 23 9 23 23 23 5 15 19 6 18 6 23 5 13 19 6 23 8 15,,False,False,0,False,ring_closure_mismatch
100,CCc1cc(C(=O)O)N(C)C2-cccccc(2)C2H]c(CO)=1,41,0,42,,<eos>,eos,<bos> C C c 1 c c ( C ( = O ) O ) N ( C ) C 2 - c c c c c c ( 2 ) C 2 H ] c ( C O ) = 1 <eos> C c C C ) 3 C ) c ( 1 O ) c ) c C c <eos> 1 <eos> c C ) 1 1 <eos> ) <eos> ) O C ) C ) 2 C C ) C <eos> ] ( O <unk> C 1 C C <unk> 2 <eos> ) C O <eos> O 1 <eos> o <eos> s = <eos> 2 c s 4 n B <eos> o ) = ) <eos> #,15 15 23 8 23 23 5 15 5 13 19 6 19 6 18 5 15 6 15 9 7 23 23 23 23 23 23 5 9 6 15 9 17 22 23 5 15 19 6 13 8,,False,False,0,False,unbalanced_brackets
