sample_index,raw_smiles,raw_length,first_bos_position,first_eos_position,first_pad_position,termination_token,termination_reason,raw_tokens,effective_token_ids,canonical_smiles,is_valid_rdkit,is_unique_among_valid,valid_occurrences,is_novel_vs_reference,invalid_reason,molecular_weight,logp,tpsa,hbd,hba,rotatable_bonds,qed_score,sa_score,passes_lipinski,clinical_score,scorer_recommendation,is_novel_scorer_flag
65,C=c1[nH]c(=O)c([CH])C[CH]CcC[C]H]([O)C2)cC3OO()c3C,50,0,55,,<eos>,eos,<bos> C = c 1 [ n H ] c ( = O ) c ( [ C <unk> H ] ) C [ C <unk> H ] C c C [ C <unk> ] H ] ( [ O ) C 2 ) c C 3 O <unk> O ( ) c 3 C <eos> = ) <eos> C r <eos> c <eos> <eos> c C 2 C c 1 ( C ) O ) C C ( O 2 ) C = C ( C <eos> C 1 <eos> C <unk> C H ) <unk> 1 <eos> O 1 <eos> S [ 3 <pad> ] O H <eos> F l B <eos> N B <unk> 5 F #,15 13 23 8 21 25 17 22 23 5 13 19 6 23 5 21 15 3 17 22 6 15 21 15 3 17 22 15 23 15 21 15 3 22 17 22 5 21 19 6 15 9 6 23 15 10 19 3 19 5 6 23 10 15,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
66,N1CC(C)CCCCC(C)CC)C,19,0,21,,<eos>,eos,<bos> N 1 C <unk> C ( C ) C C C C C ( C ) C C ) C <eos> <eos> c 1 <eos> <eos> 1 <eos> 1 <eos> C C <eos> C 1 <eos> <eos> C 1 <eos> O C N 1 C ( C ( <unk> ) C ( C c [ C <unk> <unk> H ] ) 1 ) <eos> C C <eos> <eos> H O ) O C <eos> C ( = O ) C O <unk> ] ) ) C O <eos> ] 2 1 <unk> [ N <unk> <unk> ] <eos> O 1 <eos> r o 5 4 # o 5 [ o 5 r s 4 H r C # l,18 8 15 3 15 5 15 6 15 15 15 15 15 5 15 6 15 15 6 15,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
67,COc1ccc(-c2nc(C3CC=C)cc3cnc(N)c23)cc1OC,39,0,40,,<eos>,eos,<bos> C O c 1 c c c ( - c 2 n c ( C 3 C C = C ) c c 3 c n c ( N ) c 2 3 ) c c 1 O C <eos> O <eos> <eos> 1 <eos> C C 1 <eos> n c C ) C c 3 <eos> ) c ) c 2 ) n ] ) c 1 <eos> <eos> <eos> ) O C <unk> ( ] ) [ C ) <unk> ] ] ( O ) C 1 <eos> <unk> <unk> ] 2 1 C <eos> <eos> O 1 <eos> 1 2 H O B H N c o F S F <pad> # H ) = 5,15 19 23 8 23 23 23 5 7 23 9 25 23 5 15 10 15 15 13 15 6 23 23 10 23 25 23 5 18 6 23 9 10 6 23 23 8 19 15,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
68,Cc1cc(S)c2ccc(F)cc2F)cC(O)c(=O)c1C)C(cc)C3CFO[C()cC(C)c)cOC)c],62,0,63,,<eos>,eos,<bos> C c 1 c c ( S ) c 2 c c c ( F ) c c 2 F ) c C ( O ) c ( = O ) c 1 C ) C ( c c ) C 3 C F O [ C ( ) c C ( C ) c ) c O C ) c ] <eos> C ] C O 1 O <eos> ) C <eos> 1 <eos> ( ) 1 O C ) 2 = C ( O <eos> C C O ) <unk> 1 <eos> ) C 1 <eos> O 1 <eos> 2 ) o S <eos> <unk> 5 F 4 c ] B 5 ) 2 # <unk> c,15 23 8 23 23 5 20 6 23 9 23 23 23 5 16 6 23 23 9 16 6 23 15 5 19 6 23 5 13 19 6 23 8 15 6 15 5 23 23 6 15 10 15 16 19 21 15 5 6 23 15 5 15 6 23 6 23 19 15 6 23 22,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
69,CN(C)c1ccc2nc3c3c(NC()N)3cccs2]c1,33,0,34,,<eos>,eos,<bos> C N ( C ) c 1 c c c 2 n c 3 c 3 c ( N C ( ) N ) 3 c c c s 2 ] c 1 <eos> 1 <eos> C c 1 <eos> 1 <eos> ( O ) c c ) c ) c ) c C c C ) C c C c ) ) C 1 <eos> c 1 ( O C ) <unk> O <unk> = C 1 C C = O <eos> ] ( O ) C 1 <eos> <unk> O 2 C <eos> C <eos> <eos> O 1 <eos> n <eos> F 5 <eos> 4 1 5 <eos> N <eos> H l <eos> n <pad> F 4,15 18 5 15 6 23 8 23 23 23 9 25 23 10 23 10 23 5 18 15 5 6 18 6 10 23 23 23 28 9 22 23 8,,False,False,0,True,unbalanced_brackets,,,,,,,,,,,,
70,CN(C)C(CcCcH[nH]c(c(C(C)=O)NC1CCC1C,35,0,36,,<eos>,eos,<bos> C N ( C ) C ( C c C c H [ n H ] c ( c ( C ( C ) = O ) N C 1 C C C 1 C <eos> C C 1 O C 1 C O ( = O ( C ) C O c O 1 C O C <unk> C c 2 ) C 1 <eos> <unk> <eos> c 2 ) O ) C ) C ) O C C ] [ <eos> ) [ C <unk> C C O ) O 1 <eos> ) C 1 <eos> O 1 <eos> 2 F o C l = B n 3 r ) 5 = F <pad> r 5 c,15 18 5 15 6 15 5 15 23 15 23 17 21 25 17 22 23 5 23 5 15 5 15 6 13 19 6 18 15 8 15 15 15 8 15,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
71,COc1ccc(-c2nc(N3CCCO)c33cnc(N)cC3)c(1OC,39,0,40,,<eos>,eos,<bos> C O c 1 c c c ( - c 2 n c ( N 3 C C C O ) c 3 3 c n c ( N ) c C 3 ) c ( 1 O C <eos> O <eos> <eos> ) C 4 C <eos> ) n ) 1 ) C c 3 <eos> <eos> c ) c 2 ) n ] <eos> c 1 <eos> <eos> 1 <eos> O C <unk> ( C ) [ C <unk> <unk> ] C ( O ) C 1 <eos> <unk> <unk> ] 2 1 C ] <eos> O 1 <eos> r <eos> <unk> O S # c H - F S 2 # s 5 ) <unk> l,15 19 23 8 23 23 23 5 7 23 9 25 23 5 18 10 15 15 15 19 6 23 10 10 23 25 23 5 18 6 23 15 10 6 23 5 8 19 15,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
72,O=c1[nH]c(=O)[C[CH]C[[H]](CO)cH]c[CO])ncC)cOC)1]C=),51,0,58,,<eos>,eos,<bos> O = c 1 [ n H ] c ( = O ) [ C [ C <unk> H ] <unk> C [ [ <unk> H ] ] ( C O ) c <unk> H ] c [ C O ] ) n c <unk> C ) c O C ) <unk> 1 ] C = ) <eos> C 2 <eos> 1 C <eos> <eos> C <unk> C H C ( C C <unk> C ] C ( ) O ) C = ) 1 C O <eos> 1 <eos> C <unk> C <eos> <unk> C ] <eos> O 1 <eos> N <eos> ) O s ) F 4 5 r 3 <unk> <pad> 4 2 ( - l,19 13 23 8 21 25 17 22 23 5 13 19 6 21 15 21 15 3 17 22 3 15 21 21 3 17 22 22 5 15 19 6 23 3 17 22 23 21 15 19 22 6 25 23 3 15 6 23 19 15 6 3 8 22 15 13 6,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
73,CCCNC(=O)c1cnc(CN)c2cc(OC)c(OC)cc12C=,37,0,39,,<eos>,eos,<bos> C C C N C ( = O ) c 1 c n c ( C N ) c 2 c c ( O C ) c ( O C ) c c 1 2 <unk> C = <eos> ) C O O C c C c O c C ( C O C O ) c c c 1 C <eos> C H ] 1 <eos> 1 <eos> O C C <unk> 1 <eos> O ] ) C C <unk> <unk> H ] ( O ) C [ C <unk> <unk> ] 2 1 C <eos> <eos> O 1 <eos> s 5 l # ] B 1 s ) n 4 B ] r l C F (,15 15 15 18 15 5 13 19 6 23 8 23 25 23 5 15 18 6 23 9 23 23 5 19 15 6 23 5 19 15 6 23 23 8 9 3 15 13,,False,False,0,True,long_repetitive_fragment,,,,,,,,,,,,
74,C[CC[O[](H](CO)O[H][H][CH]((O)[C[H][(H)[CC]C,44,0,54,,<eos>,eos,<bos> C [ C <unk> C [ <unk> O [ ] ( H ] ( C O ) O <unk> [ <unk> H ] [ <unk> H ] [ C <unk> H ] ( <unk> ( O ) [ C [ H ] [ ( H ) [ C <unk> C ] <unk> C <eos> [ C <unk> C ] ( O ) <eos> C [ C <unk> ] <unk> ] C [ C C <unk> H ] 1 O <eos> C O = ] ( C ) C ( 2 C <unk> C H ) O ] <eos> O 1 <eos> F B 5 # ] B 3 N F <unk> 3 N 5 1 n S <pad> s,15 21 15 3 15 21 3 19 21 22 5 17 22 5 15 19 6 19 3 21 3 17 22 21 3 17 22 21 15 3 17 22 5 3 5 19 6 21 15 21 17 22 21 5 17 6 21 15 3 15 22 3 15,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
75,CCN()OC(=O)C1CCC=C(=1C[H]1[-[H](Bc)C)H]2)CCCO)C(C[C3[CHC[C][CH]1O,65,0,74,,<eos>,eos,<bos> C C N ( ) O C ( = O ) C 1 C C C = C ( = 1 C [ <unk> H ] 1 [ - [ <unk> H ] ( B c ) C <unk> ) H ] 2 ) C C C O ) C ( C [ C <unk> 3 [ C <unk> H C [ C <unk> ] [ C <unk> <unk> H ] 1 O <eos> C ( <eos> ) [ O <unk> <unk> C ] ( O ) C O <eos> <unk> <unk> ] 2 1 C <eos> <eos> O 1 <eos> s C <eos> O 1 2 ) n c <unk> n N C <unk> l o H o,15 15 18 5 6 19 15 5 13 19 6 15 8 15 15 15 13 15 5 13 8 15 21 3 17 22 8 21 7 21 3 17 22 5 14 23 6 15 3 6 17 22 9 6 15 15 15 19 6 15 5 15 21 15 3 10 21 15 3 17 15 21 15 3 22 21 15 3 3 17 22 8 19,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
76,CC(C)Oc1ccc(C(2)C(=O)NC(=O)c21)c1cO)cn1cC1,42,0,43,,<eos>,eos,<bos> C C ( C ) O c 1 c c c ( C ( 2 ) C ( = O ) N C ( = O ) c 2 1 ) c 1 c O ) c n 1 c C 1 <eos> O C ( 1 <eos> = C <unk> C ) <eos> c ) O <eos> c 3 <eos> 2 ) C 1 <eos> <unk> C C O ) O C O <unk> 1 C 1 C 2 ) C <eos> ) ( O <eos> C 1 C 1 <unk> 1 <eos> ) C ] <eos> O 1 <eos> 2 c # r O F n <unk> o O ( ) <eos> ) 2 C 5 3,15 15 5 15 6 19 23 8 23 23 23 5 15 5 9 6 15 5 13 19 6 18 15 5 13 19 6 23 9 8 6 23 8 23 19 6 23 25 8 23 15 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
77,CS(=O)(=O)Nc1ccc(ccccnc)[nH)c(c3)cc(2)c32c1cc1(N)C(CO)=32N)C3,61,0,62,,<eos>,eos,<bos> C S ( = O ) ( = O ) N c 1 c c c ( c c c c n c ) [ n H ) c ( c 3 ) c c ( 2 ) c 3 2 c 1 c c 1 ( N ) C ( C O ) = 3 2 N ) C 3 <eos> <eos> C 1 ) c 1 <eos> <eos> C <eos> O <eos> C ) C 3 <unk> C ) c C ) [ O c C 1 C 3 ) C <eos> ) C 1 <eos> O 1 <eos> 1 2 <unk> l O o [ c B O 5 4 = <eos> s N l 2,15 20 5 13 19 6 5 13 19 6 18 23 8 23 23 23 5 23 23 23 23 25 23 6 21 25 17 6 23 5 23 10 6 23 23 5 9 6 23 10 9 23 8 23 23 8 5 18 6 15 5 15 19 6 13 10 9 18 6 15 10,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
78,C[CC](C)C(=O)O1CCCC(C1,22,0,24,,<eos>,eos,<bos> C [ C <unk> C ] ( C ) C ( = O ) O 1 C C C C ( C 1 <eos> 1 <unk> <eos> 1 <eos> <eos> <eos> <eos> C 1 <eos> <eos> C C 1 <eos> O <eos> <unk> C <eos> C 2 C <unk> ) c ( c C [ C c <unk> H C O C C <unk> ] C ( ] ) C ) C O ) C O ) 3 C C <unk> C <unk> ] ( 2 C ) C [ C <unk> <unk> H ] 1 2 <eos> O 1 <eos> <pad> [ s l 1 F ( <eos> # c <eos> s H <eos> B o H 4,15 21 15 3 15 22 5 15 6 15 5 13 19 6 19 8 15 15 15 15 5 15 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
79,CS(=O)(=O)c1cc(2S(=O)C(=O)N2cccoc(2)cc)cC(,42,0,43,,<eos>,eos,<bos> C S ( = O ) ( = O ) c 1 c c ( 2 S ( = O ) C ( = O ) N 2 c c c o c ( 2 ) c c ) c C ( <eos> <unk> C ( <eos> O ) C ( = O N N 3 C C C C C 3 2 C c c c 1 <eos> <eos> C <eos> ) ] ) 1 C <eos> C <eos> ) 1 <eos> C ( C c C ( C ) <unk> <eos> <eos> ) C O <eos> O 1 <eos> r 2 o O B o <pad> n ) 4 n 2 = r ] C 5 4,15 20 5 13 19 6 5 13 19 6 23 8 23 23 5 9 20 5 13 19 6 15 5 13 19 6 18 9 23 23 23 26 23 5 9 6 23 23 6 23 15 5,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
80,CS(=O)(=O)Nc1cc3c(cC(cN(C(C=O)c(CcCccCsc)cc12cON)cCCO(N2),57,0,58,,<eos>,eos,<bos> C S ( = O ) ( = O ) N c 1 c c 3 c ( c C ( c N ( C ( C = O ) c ( C c C c c C s c ) c c 1 2 c O N ) c C C O ( N 2 ) <eos> C <eos> C 1 C C ) [ c ) 1 <eos> 1 <eos> ) C ) C C <unk> C 2 ) C ( C ( O C <unk> H C 1 2 <eos> O ) C 1 <eos> O 1 <eos> l 1 r ) <eos> r O n 5 2 <unk> 5 l <eos> o 4 5 ),15 20 5 13 19 6 5 13 19 6 18 23 8 23 23 10 23 5 23 15 5 23 18 5 15 5 15 13 19 6 23 5 15 23 15 23 23 15 28 23 6 23 23 8 9 23 19 18 6 23 15 15 19 5 18 9 6,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
81,N1cc(((C(C)CNC2)c11C,20,0,21,,<eos>,eos,<bos> N 1 c c ( ( ( C ( C ) C N C 2 ) c 1 1 C <eos> C <unk> <eos> H 1 C 1 <eos> C <eos> <eos> C 1 <eos> <eos> <eos> C 1 <eos> O C N C ( c 2 c <unk> ) c 1 ) c c <eos> <unk> c F ) <eos> C <eos> C <eos> C C <eos> ( C ) C C <eos> C O ) O ) C ) C ] O ( C O <eos> C <eos> 1 <unk> [ H ] 1 2 <eos> O 1 <eos> o S 5 ] # F ( r F S 3 N <pad> = ) l - o,18 8 23 23 5 5 5 15 5 15 6 15 18 15 9 6 23 8 8 15,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
82,C[C(CC)C(=O)N[CH]1C(=O)NCC(C(=O)NO=C)NC)C[)O]cNC[Cc,51,0,55,,<eos>,eos,<bos> C [ C ( C C ) <unk> C ( = O ) N [ C <unk> <unk> H ] 1 C ( = O ) N C C ( C ( = O ) N O = C ) N C ) C [ ) O ] c N C [ C c <eos> C 1 C ( c ) O c H ] 1 2 <unk> c 1 c s c ( N ) n 1 <eos> C ( C O C ( O <eos> ) C <eos> C <unk> 1 N 1 C ] <eos> O 1 <eos> # s ( - <eos> s ) - 3 c N ( N # 2 s c N,15 21 15 5 15 15 6 3 15 5 13 19 6 18 21 15 3 3 17 22 8 15 5 13 19 6 18 15 15 5 15 5 13 19 6 18 19 13 15 6 18 15 6 15 21 6 19 22 23 18 15 21 15 23,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
83,CN1CC(CNcccc(NC(=O)c3cccnc(N)ccccn[c3]cccc131,45,0,46,,<eos>,eos,<bos> C N 1 C C ( C N c c c c ( N C ( = O ) c 3 c c c n c ( N ) c c c c n [ c 3 ] c c c c 1 3 1 <eos> c 1 <eos> C ) c ( C 1 ) N <eos> 4 c O <eos> ) C C 1 <eos> 1 <eos> O C [ O <eos> <unk> ] C ) C O 3 <unk> ] C ( O <eos> C 1 C 1 <unk> 2 <eos> ) C <eos> <eos> O 1 <eos> # N = 5 l n l H 3 ] C B H ] ( - r H,15 18 8 15 15 5 15 18 23 23 23 23 5 18 15 5 13 19 6 23 10 23 23 23 25 23 5 18 6 23 23 23 23 25 21 23 10 22 23 23 23 23 8 10 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
84,COc1ccc2c(C(=O)C(C)CC(=O)N1ccccCc(C()c(=OFONC,45,0,46,,<eos>,eos,<bos> C O c 1 c c c 2 c ( C ( = O ) C ( C ) C C ( = O ) N 1 c c c c C c ( C ( ) c ( = O F O N C <eos> 1 <eos> ) c ) C ) 2 c <eos> 1 <eos> <eos> ) C O 2 2 [ C ) <unk> <eos> <eos> 1 [ C O <unk> ] 2 4 O C 3 <eos> ] 1 2 F <eos> ) 1 <eos> C <unk> 2 N ] <unk> 2 <eos> O 1 <eos> N s o # N = o r 4 - ] # 2 H c ) H #,15 19 23 8 23 23 23 9 23 5 15 5 13 19 6 15 5 15 6 15 15 5 13 19 6 18 8 23 23 23 23 15 23 5 15 5 6 23 5 13 19 16 19 18 15,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
85,O=C(O)(CC=CC1CCCCC1C1CS(=O)C1O),31,0,32,,<eos>,eos,<bos> O = C ( O ) ( C C = C C 1 C C C C C 1 C 1 C S ( = O ) C 1 O ) <eos> c 1 C 1 ) c 1 1 ] N <unk> 1 <eos> c O O F O c C O <eos> O ) <unk> ( ] C ) ) C C ] C <eos> <unk> <eos> ] C C C <unk> <unk> ] 2 O C ) [ C ] C ) O C <eos> C ] 1 <unk> <eos> H ] 1 2 <eos> O 1 s r c B l = O ( s 2 N r 1 H r l 5 H =,19 13 15 5 19 6 5 15 15 13 15 15 8 15 15 15 15 15 8 15 8 15 20 5 13 19 6 15 8 19 6,O=C(O)CC=CC1CCCCC1C1CS(=O)C1O,True,True,1,True,,272.37,1.521,74.6,2.0,3.0,4.0,0.7609,4.8104,True,0.9115,Strong candidate,True
86,COc1ccc(NC(=O)O[CH]CCC[CH]([CH](N)C(=O(N[CCSC3)C2)cc1,53,0,58,,<eos>,eos,<bos> C O c 1 c c c ( N C ( = O ) O [ C <unk> <unk> H ] C C C [ C <unk> H ] ( [ C <unk> H ] ( N ) C ( = O ( N [ C C S C 3 ) C 2 ) c c 1 <eos> 3 ( 1 [ C <unk> [ C <unk> ] c 1 ( ) O C <unk> O ] 3 = C [ C <unk> ] ( C ) <eos> C <eos> ] <unk> 2 C <eos> 1 2 <eos> O 1 <eos> <unk> C o n <unk> s o <eos> 4 c ) s c <unk> H O l r,15 19 23 8 23 23 23 5 18 15 5 13 19 6 19 21 15 3 3 17 22 15 15 15 21 15 3 17 22 5 21 15 3 17 22 5 18 6 15 5 13 19 5 18 21 15 15 20 15 10 6 15 9 6 23 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
87,c1ccc2[nH]c(-c3c3cn3))c3c1c2,28,0,29,,<eos>,eos,<bos> c 1 c c c 2 [ n H ] c ( - c 3 c 3 c n 3 ) ) c 3 c 1 c 2 <eos> <eos> C C 1 <eos> O <eos> C <eos> C = O <eos> C H C 4 <unk> c <unk> n C ) c C ( 1 <eos> <unk> C ) c 1 <eos> <eos> 1 C <unk> ) ( <eos> ) ) C <eos> C ( C ( ) C ) C ] ) C O ) O 1 2 1 <unk> [ <eos> ) <unk> ] <eos> O 1 <eos> S n F = ] = B C = C r N = C ] <unk> <pad> o,23 8 23 23 23 9 21 25 17 22 23 5 7 23 10 23 10 23 25 10 6 6 23 10 23 8 23 9,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
88,COCCC(C(=O)N[CH]1C(=O)N2C)C(=O)[O=])NCOC[3=]H]cCccH]3)(S1Hco12)c1csc(N)n1,73,0,79,,<eos>,eos,<bos> C O C <unk> C C ( <unk> C ( = O ) N [ C <unk> <unk> H ] 1 C ( = O ) N 2 C ) C ( = O ) [ O = ] ) N C O C [ 3 = ] H ] c C c c H ] 3 ) ( S 1 H <unk> c o 1 2 ) c 1 c s c ( N ) n 1 <eos> C ( C <eos> C ( O <eos> ) O <eos> 1 <unk> 1 <eos> ] C 2 <eos> O 1 <eos> l 4 B l ] 5 S <eos> F c <eos> <unk> <pad> c C s - c,15 19 15 3 15 15 5 3 15 5 13 19 6 18 21 15 3 3 17 22 8 15 5 13 19 6 18 9 15 6 15 5 13 19 6 21 19 13 22 6 18 15 19 15 21 10 13 22 17 22 23 15 23 23 17 22 10 6 5 20 8 17 3 23 26 8 9 6 23 8 23 28 23 5 18 6 25 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
89,O=C(O)c1cC(C1)C2c1ccc(S3CNC(=O)c1cccccC1N,41,0,42,,<eos>,eos,<bos> O = C ( O ) c 1 c C ( C 1 ) C 2 c 1 c c c ( S 3 C N C ( = O ) c 1 c c c c c C 1 N <eos> C ) <eos> c C c 1 c c 1 c <eos> C c <unk> <eos> <eos> ) <eos> 2 1 C 1 <eos> <unk> 1 H C 1 C ) C ) O C 1 C O ) C ] C 1 2 C <eos> C ] 1 <unk> 2 H ] 1 2 <eos> O 1 <eos> l <eos> o n F H [ <eos> F <eos> N o F ( 2 n c -,19 13 15 5 19 6 23 8 23 15 5 15 8 6 15 9 23 8 23 23 23 5 20 10 15 18 15 5 13 19 6 23 8 23 23 23 23 23 15 8 18,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
90,O=C(OCCCc1nc(-c2cccccF)c(-c1ccccc2)o1,37,0,38,,<eos>,eos,<bos> O = C ( O C C C c 1 n c ( - c 2 c c c c c F ) c ( - c 1 c c c c c 2 ) o 1 <eos> 2 <eos> <eos> c 1 c <eos> 1 C c <eos> c c c <eos> c 2 c c 2 ( ) c C ) C c <eos> c 1 <eos> ) C C ) <eos> ) O C 1 <eos> C <unk> <unk> <eos> ] ( C ) C 1 <eos> C <unk> ] H <eos> C 2 <eos> O 1 <eos> ( - 2 4 ) ( [ B ( ) ] 5 4 # S ) = -,19 13 15 5 19 15 15 15 23 8 25 23 5 7 23 9 23 23 23 23 23 16 6 23 5 7 23 8 23 23 23 23 23 9 6 26 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
91,COc1nc(C)=c)N)C1-c1ccc(=l)cc1,29,0,30,,<eos>,eos,<bos> C O c 1 n c ( C ) = c ) N ) C 1 - c 1 c c c ( = l ) c c 1 <eos> ) c c 1 O <eos> C <eos> <eos> <eos> C <eos> O C <unk> c 1 3 C ) C <eos> c C ) c ) C 2 C c 1 <eos> C 2 1 O ) <eos> O ) C C 1 <eos> O ] O ) C ) <unk> ] ) ( O <eos> ) C <eos> 1 <unk> [ N ] <unk> ] <eos> O 1 <eos> 2 <eos> o # <eos> O B l n F C 5 c 4 S C 5 <eos>,15 19 23 8 25 23 5 15 6 13 23 6 18 6 15 8 7 23 8 23 23 23 5 13 24 6 23 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
92,CCC(C)C(N)C(=O)NCCCCCC1,23,0,24,,<eos>,eos,<bos> C C C ( C ) C ( N ) C ( = O ) N C C C C C C 1 <eos> <eos> 1 <eos> C 1 <eos> C <eos> <eos> C 1 <eos> <eos> C <eos> <eos> O = O ) <eos> 2 <eos> ( ) O C ( c C [ 1 <unk> C ] C ) C 2 <unk> ] ] C <unk> C O ) C O <eos> ) ( O <eos> [ C <unk> <unk> ] 1 2 F <unk> H ] 2 1 <unk> [ N <unk> <unk> ] <eos> O 1 <eos> r o s = - 1 [ r c O [ N - c B r # o,15 15 15 5 15 6 15 5 18 6 15 5 13 19 6 18 15 15 15 15 15 15 8,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
93,COc1ccc(-C2nc(N3CCCN)c3ccnc(N)cC3)c(1OC,39,0,40,,<eos>,eos,<bos> C O c 1 c c c ( - C 2 n c ( N 3 C C C N ) c 3 c c n c ( N ) c C 3 ) c ( 1 O C <eos> C <eos> <eos> ) C <eos> C <eos> ) n c 1 <eos> c C c 1 <eos> c ) c 2 ) n 1 <eos> c <unk> <eos> <eos> 1 C O <eos> <unk> ( C ( [ C ) <unk> ] C ( O ) C 1 <eos> 1 <unk> ] 2 1 C <eos> <eos> O 1 <eos> ) s H - ] # o <eos> = H o N <pad> # 5 O <unk> l,15 19 23 8 23 23 23 5 7 15 9 25 23 5 18 10 15 15 15 18 6 23 10 23 23 25 23 5 18 6 23 15 10 6 23 5 8 19 15,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
94,C=C[CC[]1Cc(N1C(=O)NC[H]1CCC)C(C=C=CO=O(C(c(CO,46,0,49,,<eos>,eos,<bos> C = C [ C <unk> C [ ] 1 C c ( N 1 C ( = O ) N C [ <unk> H ] 1 C C C ) C ( C = C = C O = O ( C ( c ( C O <eos> c ) O C c C <unk> ] ) O C ) [ C ( ] <eos> C C H C C <unk> C <unk> C ] C 1 C O <unk> = ] C ( C O C H <eos> 1 <unk> ] N 1 <unk> ] <eos> O 1 <eos> 5 C 5 O ] o <pad> <eos> ) 2 3 B l n l # c =,15 13 15 21 15 3 15 21 22 8 15 23 5 18 8 15 5 13 19 6 18 15 21 3 17 22 8 15 15 15 6 15 5 15 13 15 13 15 19 13 19 5 15 5 23 5 15 19,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
95,Cc1cccc(C)c1NCC(=O)c2ccc1c2c12O)C=,34,0,35,,<eos>,eos,<bos> C c 1 c c c c ( C ) c 1 N C C ( = O ) c 2 c c c 1 c 2 c 1 2 O ) C = <eos> <eos> <eos> 1 <eos> <eos> <eos> C <eos> = O <eos> ( 1 <eos> ) C 2 <eos> C c ) C c C c ) c 1 <eos> C 1 <eos> <eos> H O ( C ) <eos> C ( ) O ) O ) ] ( ) [ C <unk> H ] 2 1 <unk> [ N <unk> <unk> ] <eos> O 1 <eos> l 2 c 2 c F 1 <eos> l <pad> 3 B # s C 4 <unk> O,15 23 8 23 23 23 23 5 15 6 23 8 18 15 15 5 13 19 6 23 9 23 23 23 8 23 9 23 8 9 19 6 15 13,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
96,COc1ccc(-c2nc(N)c(CN)cO-c3ccc(Cl)cc3)l)n2)c,43,0,44,,<eos>,eos,<bos> C O c 1 c c c ( - c 2 n c ( N ) c ( C N ) c O - c 3 c c c ( C l ) c c 3 ) l ) n 2 ) c <eos> 1 <eos> 1 <eos> 1 <eos> 3 1 ) c c 1 <eos> <eos> c ) c 2 <eos> n ] ) 1 <eos> <eos> <eos> ] [ C <unk> <unk> ( ] ) [ C <unk> <unk> C ] ( C ) C [ <eos> <unk> <unk> ] 2 1 C 1 <eos> O 1 <eos> [ 2 <pad> 3 S # 3 c - 2 <eos> N 2 # <eos> # 5 #,15 19 23 8 23 23 23 5 7 23 9 25 23 5 18 6 23 5 15 18 6 23 19 7 23 10 23 23 23 5 15 24 6 23 23 10 6 24 6 25 9 6 23,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
97,CN1CCN(C(=O)OC2cccccncFC(=O)ccn2cccNCl)NC2)Cc1,46,0,47,,<eos>,eos,<bos> C N 1 C C N ( C ( = O ) O C 2 c c c c c n c F C ( = O ) c c n 2 c c c N C l ) N C 2 ) C c 1 <eos> C 2 = c C ) <eos> ) c 2 <eos> ) c 2 1 <eos> c C C <eos> ( c ) ( <eos> ) C ) c ] O ) C ) 1 <eos> ) ] C <unk> ) 1 = C <unk> 2 <eos> <unk> O ] <eos> O 1 <eos> 2 F # 5 F [ ] N 3 5 ] 4 5 H n o 5 F,15 18 8 15 15 18 5 15 5 13 19 6 19 15 9 23 23 23 23 23 25 23 16 15 5 13 19 6 23 23 25 9 23 23 23 18 15 24 6 18 15 9 6 15 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
